npi,taxonomy_code,medicare_specialty_code,description,primary_flag
1477589323,207Q00000X,08,Family Practice,1
1447249289,208VP0014X,09,Interventional Pain Management,1
1497711964,174400000X,,Specialist,1
1952570889,207W00000X,18,Ophthalmology,1
1679553366,332BP3500X,,Parenteral & Enteral Nutrition,0
1861447179,282N00000X,A0[7],Hospital-General,1
1730154774,207RT0003X,11,Internal Medicine,0
1538162250,208800000X,34,Urology,1
1952397085,207RC0200X,81,Critical Care,0
1457510687,207WX0107X,,Retina Specialist,1
1780688036,207R00000X,11,Internal Medicine,1
1992770556,363L00000X,50,Nurse Practitioner,1
1336129667,207N00000X,07,Dermatology,1
1114903515,2085P0229X,30,Diagnostic Radiology,0
1871596700,207R00000X,11,Internal Medicine,1
1316974132,207R00000X,11,Internal Medicine,1
1053352856,3416L0300X,59,Ambulance Service Provider,1
1427011493,207R00000X,11,Internal Medicine,0
1841236684,291U00000X,B4[14],Histocompatibility Laboratory,1
1255709218,207RC0000X,11,Internal Medicine,1
1659793560,363AS0400X,97,Physician Assistant,1
1467498014,207RC0000X,11,Internal Medicine,1
1104826312,2085R0204X,94,Interventional Radiology,0
1215044755,207P00000X,93,Emergency Medicine,1
1992777973,363A00000X,97,Physician Assistant,0
1447238050,2085R0202X,30,Diagnostic Radiology,0
1255352001,207P00000X,93,Emergency Medicine,1
1538112636,207W00000X,18,Ophthalmology,1
1598022725,207RG0100X,11,Internal Medicine,1
1033170303,207W00000X,18,Ophthalmology,1
1497788756,2085R0202X,30,Diagnostic Radiology,1
1215964689,207L00000X,79,Addiction Medicine,1
1467439745,2085R0202X,30,Diagnostic Radiology,1
1912053356,367500000X,43,Certified Registered Nurse Anesthetist,1
1679595193,2085R0202X,30,Diagnostic Radiology,1
1801853718,2085R0202X,30,Diagnostic Radiology,1
1508862012,282N00000X,A0[7],Hospital-General,1
1588656870,261QD0000X,,Dental,0
1659440543,207RA0001X,C7,Advanced Heart Failure and Transplant Cardiology,1
1316952427,333600000X,A5,Pharmacy,1
1427058023,207R00000X,11,Internal Medicine,1
1427014745,363A00000X,97,Physician Assistant,1
1114082385,2084N0008X,86,Neuropsychiatry,0
1245230382,207Q00000X,08,Family Practice,1
1811918691,208D00000X,99,Undefined Physician type,0
1346214715,2085R0202X,30,Diagnostic Radiology,1
1679505325,174400000X,,Specialist,1
1881662062,207R00000X,11,Internal Medicine,0
1538174834,332B00000X,87[3],All Other Suppliers,0
1427071349,207RC0000X,11,Internal Medicine,1
1598918666,207W00000X,18,Ophthalmology,1
1881627503,341600000X,59,Ambulance Service Provider,1
1629092432,363LA2200X,50,Nurse Practitioner,1
1023032737,2085R0202X,30,Diagnostic Radiology,1
1760656730,207P00000X,93,Emergency Medicine,1
1881683563,207LP2900X,05,Anesthesiology,1
1235172123,207R00000X,11,Internal Medicine,0
1356301147,207Q00000X,08,Family Practice,1
1538174834,333600000X,A5,Pharmacy,1
1306828405,2085R0202X,30,Diagnostic Radiology,1
1407833130,207Q00000X,08,Family Practice,1
1386609717,213E00000X,48,Podiatry,1
1720029960,291U00000X,B4[14],Histocompatibility Laboratory,1
1023067121,213E00000X,48,Podiatry,1
1053520403,207Q00000X,08,Family Practice,1
1235178955,174400000X,,Specialist,1
1548204639,2085R0202X,30,Diagnostic Radiology,1
1063419562,207RC0000X,11,Internal Medicine,1
1043270564,282N00000X,A0[7],Hospital-General,1
1871557140,213E00000X,48,Podiatry,1
1194706580,207R00000X,11,Internal Medicine,1
1073503207,207RI0200X,44,Infectious Disease,1
1316942295,174400000X,,Specialist,1
1528171188,207Q00000X,08,Family Practice,1
1073588711,276400000X,A0[7],Hospital Units,0
1710944939,207R00000X,11,Internal Medicine,0
1689650665,207Q00000X,08,Family Practice,1
1790123149,293D00000X,47,Independent Diagnostic Testing Facility,1
1912093501,207RC0000X,11,Internal Medicine,0
1487692711,207RG0100X,11,Internal Medicine,1
1417051491,333600000X,A5,Pharmacy,1
1669492815,207X00000X,20,Orthopedic Surgery,1
1588656870,283X00000X,A0[7],Hospital-Rehabilitation,0
1881666170,2085R0202X,30,Diagnostic Radiology,1
1497700579,2085R0202X,30,Diagnostic Radiology,1
1962713081,2084N0400X,86,Neuropsychiatry,0
1013904812,207P00000X,93,Emergency Medicine,0
1164461976,207N00000X,07,Dermatology,1
1013997915,261QA1903X,49,Ambulatory Surgical Center,1
1073568754,275N00000X,A0[7],Hospital-Swing Bed Approved,0
1811977010,332BC3200X,,Customized Equipment,0
1245232776,207RC0001X,21,Clinical Cardiac Electrophysiology,1
1932166089,2085R0202X,30,Diagnostic Radiology,1
1225476997,332BP3500X,,Parenteral & Enteral Nutrition,0
1417064387,207P00000X,93,Emergency Medicine,1
1245209105,332B00000X,87[3],All Other Suppliers,1
1811977010,335E00000X,53,Medical Supply Company with Orthotist-Prosthetist,0
1659318699,207RC0000X,11,Internal Medicine,1
1922002559,2085B0100X,,Body Imaging,0
1861498529,332BX2000X,B1,Oxygen supplier,0
1396790838,208100000X,25,Physical Medicine and Rehabilitation,1
1962463950,261QA1903X,49,Ambulatory Surgical Center,1
1184814014,291U00000X,B4[14],Histocompatibility Laboratory,1
1063407203,207RC0000X,11,Internal Medicine,1
1548267172,207Q00000X,08,Family Practice,1
1073511903,207W00000X,18,Ophthalmology,1
1902862667,207R00000X,11,Internal Medicine,1
1821019092,332B00000X,87[3],All Other Suppliers,0
1689635922,207RC0000X,11,Internal Medicine,1
1316162332,207RI0011X,C3,Interventional Cardiology,1
1578768131,2085N0700X,13,Neurology,1
1861447179,3336S0011X,A5,Pharmacy,0
1154309623,174400000X,,Specialist,1
1467497818,207WX0009X,,Glaucoma Specialist,1
1891842506,207Q00000X,08,Family Practice,1
1407856610,207Y00000X,04,Otolaryngology,1
1598753188,367500000X,43,Certified Registered Nurse Anesthetist,1
1538264478,332B00000X,87[3],All Other Suppliers,0
1356557763,2085R0202X,30,Diagnostic Radiology,1
1649278730,282N00000X,A0[7],Hospital-General,1
1538164207,208800000X,34,Urology,1
1780622498,3416L0300X,59,Ambulance Service Provider,1
1073562971,207Q00000X,08,Family Practice,1
1275517922,207V00000X,16,Obstetrics & Gynecology,1
1700825361,207R00000X,11,Internal Medicine,1
1235172123,207RC0001X,21,Clinical Cardiac Electrophysiology,0
1114907029,208600000X,02,General Surgery,1
1538264478,332BP3500X,,Parenteral & Enteral Nutrition,0
1164421798,2085R0202X,30,Diagnostic Radiology,1
1750355632,208D00000X,99,Undefined Physician type,0
1467446922,2085R0204X,94,Interventional Radiology,1
1659359529,213ES0131X,48,Podiatry,0
1447288246,207W00000X,18,Ophthalmology,1
1205830197,332B00000X,87[3],All Other Suppliers,1
1114903515,2085R0203X,,Therapeutic Radiology,0
1447288568,207RN0300X,39,Nephrology,1
1164469243,282N00000X,A0[7],Hospital-General,1
1760556781,363AM0700X,97,Physician Assistant,1
1508867698,207P00000X,93,Emergency Medicine,1
1205814613,207N00000X,07,Dermatology,1
1619950169,208800000X,34,Urology,1
1992858195,207P00000X,93,Emergency Medicine,1
1801843958,2085R0202X,30,Diagnostic Radiology,1
1215044755,207PE0004X,93,Emergency Medicine,0
1346537859,213ES0103X,48,Podiatry,1
1750378444,2085R0202X,30,Diagnostic Radiology,1
1578514295,207Y00000X,04,Otolaryngology,1
1588611164,207Q00000X,08,Family Practice,1
1508847088,174400000X,,Specialist,0
1316952427,3336C0003X,A5,Pharmacy,0
1780664128,207RC0000X,11,Internal Medicine,0
1700814621,207Q00000X,08,Family Practice,1
1992808752,332B00000X,87[3],All Other Suppliers,0
1245214410,207W00000X,18,Ophthalmology,0
1548214224,2085R0202X,30,Diagnostic Radiology,1
1376648501,332B00000X,87[3],All Other Suppliers,1
1689660284,174400000X,,Specialist,1
1255514584,2085R0202X,30,Diagnostic Radiology,1
1134174196,363A00000X,97,Physician Assistant,1
1811037013,2085R0202X,30,Diagnostic Radiology,1
1629045638,207RC0000X,11,Internal Medicine,1
1124026182,208800000X,34,Urology,0
1306940242,3336C0003X,A5,Pharmacy,0
1992791487,2085R0202X,30,Diagnostic Radiology,0
1730177668,3336C0003X,A5,Pharmacy,1
1922009927,207Q00000X,08,Family Practice,1
1245238153,213E00000X,48,Podiatry,1
1043220650,3416A0800X,59,Ambulance Service Provider,0
1427012574,207R00000X,11,Internal Medicine,0
1952358665,2085R0202X,30,Diagnostic Radiology,1
1235173170,207R00000X,11,Internal Medicine,1
1427016724,207RC0000X,11,Internal Medicine,1
1669440269,207RC0000X,11,Internal Medicine,0
1427130095,207ZP0102X,22,Pathology,1
1518992585,173000000X,,Legal Medicine,0
1356639801,343900000X,,Non-emergency Medical Transport,0
1760419527,282N00000X,A0[7],Hospital-General,1
1962493270,2085R0202X,30,Diagnostic Radiology,1
1295976538,2085R0202X,30,Diagnostic Radiology,1
1669411773,208800000X,34,Urology,1
1578524484,207ZP0102X,22,Pathology,1
1093712960,207Q00000X,08,Family Practice,0
1265662928,174400000X,,Specialist,0
1033171087,207R00000X,11,Internal Medicine,1
1811957939,2084P0800X,86,Neuropsychiatry,0
1922002559,2085R0202X,30,Diagnostic Radiology,1
1790777936,207Q00000X,08,Family Practice,1
1316903644,207R00000X,11,Internal Medicine,1
1952391849,207RP1001X,29,Pulmonary Disease,0
1972584050,207RC0000X,11,Internal Medicine,1
1508874223,207R00000X,11,Internal Medicine,1
1063479939,171100000X,,Acupuncturist,0
1366443640,208VP0000X,72,Pain Management,1
1285691931,207RI0011X,C3,Interventional Cardiology,1
1609832674,174400000X,,Specialist,0
1558467084,2085B0100X,,Body Imaging,0
1710120365,2085B0100X,,Body Imaging,0
1508871005,207RN0300X,39,Nephrology,1
1578563953,207RC0000X,11,Internal Medicine,1
1508882234,207RC0000X,11,Internal Medicine,1
1407881055,208600000X,02,General Surgery,1
1548347115,207L00000X,79,Addiction Medicine,1
1699745026,207RI0011X,C3,Interventional Cardiology,1
1568751600,208600000X,02,General Surgery,0
1104986983,335E00000X,53,Medical Supply Company with Orthotist-Prosthetist,0
1093786626,2085N0904X,36,Nuclear Medicine,1
1134176027,103T00000X,62,Psychologist/Clinical,1
1023009347,208800000X,34,Urology,1
1821293689,207RC0000X,11,Internal Medicine,0
1447200233,282N00000X,A0[7],Hospital-General,1
1891985818,2085R0202X,30,Diagnostic Radiology,1
1619979945,207RC0200X,81,Critical Care,0
1215977574,207X00000X,20,Orthopedic Surgery,1
1760576383,207N00000X,07,Dermatology,1
1346216165,207Q00000X,08,Family Practice,1
1114943610,332BX2000X,B1,Oxygen supplier,0
1720093263,208D00000X,99,Undefined Physician type,1
1295734820,207RC0000X,11,Internal Medicine,1
1538264478,332BX2000X,B1,Oxygen supplier,1
1851361778,282N00000X,A0[7],Hospital-General,1
1144223330,3416L0300X,59,Ambulance Service Provider,1
1225476997,335E00000X,53,Medical Supply Company with Orthotist-Prosthetist,0
1073515458,207Q00000X,08,Family Practice,1
1841261567,332BP3500X,,Parenteral & Enteral Nutrition,0
1356320626,207L00000X,79,Addiction Medicine,1
1235190240,207XS0117X,20,Orthopedic Surgery,1
1740226026,2085R0202X,30,Diagnostic Radiology,1
1265692156,207Q00000X,08,Family Practice,1
1124026182,261QR0200X,74,Radiation Therapy Center,0
1003811290,282N00000X,A0[7],Hospital-General,1
1114943610,333600000X,A5,Pharmacy,0
1396857355,213ES0103X,48,Podiatry,1
1093712960,208800000X,34,Urology,1
1356317747,2085N0904X,36,Nuclear Medicine,0
1225063324,207RI0011X,C3,Interventional Cardiology,0
1629336573,2085R0202X,30,Diagnostic Radiology,1
1184623514,207VX0201X,98,Gynecological Oncology,1
1700865094,335V00000X,63,Portable X-Ray Supplier,1
1467426916,207R00000X,11,Internal Medicine,1
1043268535,363L00000X,50,Nurse Practitioner,1
1215948443,3336C0003X,A5,Pharmacy,0
1295976538,2085U0001X,30,Diagnostic Radiology,0
1114933264,363LF0000X,50,Nurse Practitioner,1
1821042698,208600000X,02,General Surgery,1
1912914144,291U00000X,B4[14],Histocompatibility Laboratory,1
1184606915,207RC0000X,11,Internal Medicine,0
1164414546,207Q00000X,08,Family Practice,1
1184696221,207Q00000X,08,Family Practice,1
1922002559,2085U0001X,30,Diagnostic Radiology,0
1073605879,282N00000X,A0[7],Hospital-General,1
1174569131,2085R0202X,30,Diagnostic Radiology,1
1417099490,207Q00000X,08,Family Practice,1
1386961415,207P00000X,93,Emergency Medicine,1
1508817677,207Q00000X,08,Family Practice,1
1285691071,2085R0202X,30,Diagnostic Radiology,1
1457555831,207Q00000X,08,Family Practice,1
1396748422,207RC0000X,11,Internal Medicine,1
1992777973,363AS0400X,97,Physician Assistant,1
1184695371,204D00000X,12,Osteopathic Manipulative Medicine,0
1427167006,207Q00000X,08,Family Practice,1
1023018942,363L00000X,50,Nurse Practitioner,1
1578569141,2085R0205X,30,Diagnostic Radiology,0
1225018047,332BX2000X,B1,Oxygen supplier,1
1306804737,207P00000X,93,Emergency Medicine,1
1790765725,207R00000X,11,Internal Medicine,1
1548469372,2085R0204X,94,Interventional Radiology,0
1245216035,207Q00000X,08,Family Practice,1
1265688048,390200000X,,Student in an Organized Health Care Education/Training Program,0
1063407203,207RI0011X,C3,Interventional Cardiology,0
1063573764,174400000X,,Specialist,0
1487656203,207X00000X,20,Orthopedic Surgery,1
1003868753,2085R0202X,30,Diagnostic Radiology,1
1841240835,207RI0011X,C3,Interventional Cardiology,1
1104986983,332B00000X,87[3],All Other Suppliers,1
1649235151,207RC0200X,81,Critical Care,1
1538101886,207R00000X,11,Internal Medicine,1
1013957505,341600000X,59,Ambulance Service Provider,1
1154318103,261QA1903X,49,Ambulatory Surgical Center,1
1154340180,207XX0005X,23,Sports Medicine,1
1912920760,111N00000X,35,Chiropractic,1
1912088089,363A00000X,97,Physician Assistant,1
1902805880,207RC0000X,11,Internal Medicine,0
1275631160,103T00000X,62,Psychologist/Clinical,1
1750355632,207L00000X,79,Addiction Medicine,1
1356305189,2085R0202X,30,Diagnostic Radiology,1
1962472860,282N00000X,A0[7],Hospital-General,1
1255330213,2085R0202X,30,Diagnostic Radiology,1
1619948387,2085R0202X,30,Diagnostic Radiology,1
1437193281,332B00000X,87[3],All Other Suppliers,0
1053436345,207KA0200X,03,Allergy/Immunology,1
1568464287,207W00000X,18,Ophthalmology,1
1467497818,207W00000X,18,Ophthalmology,0
1750366753,291U00000X,B4[14],Histocompatibility Laboratory,1
1952384216,291U00000X,B4[14],Histocompatibility Laboratory,1
1962694646,2085R0202X,30,Diagnostic Radiology,1
1659440543,207R00000X,11,Internal Medicine,0
1114961430,207R00000X,11,Internal Medicine,1
1053403402,282N00000X,A0[7],Hospital-General,1
1730152729,207R00000X,11,Internal Medicine,1
1710914718,208800000X,34,Urology,1
1487695383,207R00000X,11,Internal Medicine,1
1982608667,213E00000X,48,Podiatry,1
1356346548,207Q00000X,08,Family Practice,1
1356305643,174400000X,,Specialist,1
1528050465,207RC0000X,11,Internal Medicine,1
1548469372,174400000X,,Specialist,0
1982798849,207R00000X,11,Internal Medicine,1
1881745917,207ND0101X,D7,Micrographic Dermatologic Surgery,0
1932209129,207ZP0102X,22,Pathology,0
1851392492,207Q00000X,08,Family Practice,1
1538144910,291U00000X,B4[14],Histocompatibility Laboratory,1
1144209586,207RC0000X,11,Internal Medicine,1
1861468712,2080P0201X,37,Pediatric Medicine,0
1851357032,207R00000X,11,Internal Medicine,1
1750357349,208800000X,34,Urology,1
1366443640,207RC0000X,11,Internal Medicine,0
1700865094,261QR0208X,45,Mammography Center,0
1720031636,282N00000X,A0[7],Hospital-General,1
1861412769,2085D0003X,30,Diagnostic Radiology,0
1962483958,207Q00000X,08,Family Practice,1
1114920733,207RC0200X,81,Critical Care,0
1790219616,282N00000X,A0[7],Hospital-General,1
1659356079,207R00000X,11,Internal Medicine,1
1841499027,2085R0202X,30,Diagnostic Radiology,1
1174513790,207R00000X,11,Internal Medicine,0
1437193281,333600000X,A5,Pharmacy,0
1952302481,207Q00000X,08,Family Practice,1
1588634943,367500000X,43,Certified Registered Nurse Anesthetist,1
1053345512,207X00000X,20,Orthopedic Surgery,1
1750376869,103TF0000X,62,Psychologist/Clinical,0
1356317747,2085N0700X,13,Neurology,0
1346290996,332B00000X,87[3],All Other Suppliers,1
1730133547,207RP1001X,29,Pulmonary Disease,1
1730177668,332BX2000X,B1,Oxygen supplier,0
1003998386,207Q00000X,08,Family Practice,1
1932209129,207ND0900X,07,Dermatology,1
1235173170,207P00000X,93,Emergency Medicine,0
1104925577,333600000X,A5,Pharmacy,1
1073515987,207RH0003X,83,Hematology-Oncology,1
1497742084,174400000X,,Specialist,0
1912093501,207RI0011X,C3,Interventional Cardiology,1
1952304917,103TC1900X,62,Psychologist/Clinical,1
1043220650,273Y00000X,A0[7],Hospital-Rehabilitation Unit,0
1912140450,2085R0202X,30,Diagnostic Radiology,1
1346275435,2085R0202X,30,Diagnostic Radiology,1
1194899310,2086S0102X,02,General Surgery,0
1487623906,207RC0000X,11,Internal Medicine,0
1730123175,282N00000X,A0[7],Hospital-General,1
1003915778,2084N0400X,86,Neuropsychiatry,0
1700839370,3416L0300X,59,Ambulance Service Provider,1
1720070196,207RC0000X,11,Internal Medicine,1
1588656870,282N00000X,A0[7],Hospital-General,1
1487656880,207R00000X,11,Internal Medicine,1
1467431536,207L00000X,79,Addiction Medicine,0
1306883525,2085D0003X,30,Diagnostic Radiology,0
1376512756,207Q00000X,08,Family Practice,1
1871584680,213ES0103X,48,Podiatry,1
1124026182,261QR0400X,B4[14],Rehabilitation Agency,0
1134193774,207ZP0102X,22,Pathology,0
1184611808,208600000X,02,General Surgery,1
1992919559,207RG0100X,11,Internal Medicine,1
1306861067,174400000X,,Specialist,1
1992758387,363AM0700X,97,Physician Assistant,1
1689993180,390200000X,,Student in an Organized Health Care Education/Training Program,0
1730175043,207X00000X,20,Orthopedic Surgery,1
1558467084,2085R0202X,30,Diagnostic Radiology,1
1225002819,2081S0010X,25,Physical Medicine and Rehabilitation,1
1568464287,207WX0120X,18,Ophthalmology,0
1619950912,2084N0400X,86,Neuropsychiatry,1
1194749580,273Y00000X,A0[7],Hospital-Rehabilitation Unit,0
1821019092,332BX2000X,B1,Oxygen supplier,0
1992879571,208800000X,34,Urology,1
1679560411,207RP1001X,29,Pulmonary Disease,1
1407925134,225100000X,65,Physical Therapist in Private Practice,1
1437202595,332B00000X,87[3],All Other Suppliers,1
1992907364,2083P0901X,84,Preventive Medicine,0
1427084342,207RC0000X,11,Internal Medicine,1
1992706733,207R00000X,11,Internal Medicine,1
1265490312,207RH0003X,83,Hematology-Oncology,1
1114943610,3336S0011X,A5,Pharmacy,0
1700842275,2085R0202X,30,Diagnostic Radiology,1
1073515987,207RX0202X,90,Medical Oncology,0
1700021847,207RH0003X,83,Hematology-Oncology,1
1194749580,282N00000X,A0[7],Hospital-General,1
1760490940,332B00000X,87[3],All Other Suppliers,1
1790914299,207RC0000X,11,Internal Medicine,0
1487656880,174400000X,,Specialist,0
1144222555,207R00000X,11,Internal Medicine,1
1487822813,2279H0200X,,Home Health,0
1316901093,207R00000X,11,Internal Medicine,1
1629320874,363LF0000X,50,Nurse Practitioner,1
1861412769,2085R0202X,30,Diagnostic Radiology,1
1245225812,335E00000X,53,Medical Supply Company with Orthotist-Prosthetist,0
1386699239,174400000X,,Specialist,0
1316949712,207RG0300X,38,Geriatric Medicine,1
1518074566,261QF0400X,B4[14],Federally Qualified Health Center,1
1336121938,207RC0000X,11,Internal Medicine,1
1871658948,2085R0202X,30,Diagnostic Radiology,1
1861838732,2085R0202X,30,Diagnostic Radiology,1
1992791487,174400000X,,Specialist,1
1710070412,207P00000X,93,Emergency Medicine,1
1922074483,225100000X,65,Physical Therapist in Private Practice,1
1740262880,291U00000X,B4[14],Histocompatibility Laboratory,1
1891798583,261QE0800X,,Endoscopy,1
1376548230,207R00000X,11,Internal Medicine,1
1376546689,363LF0000X,50,Nurse Practitioner,1
1588663900,363L00000X,50,Nurse Practitioner,1
1184695371,207Q00000X,08,Family Practice,1
1992812580,282N00000X,A0[7],Hospital-General,1
1073562294,207T00000X,14,Neurosurgery,1
1376589143,363L00000X,50,Nurse Practitioner,0
1720064207,208G00000X,78,Cardiac Surgery,0
1356557763,2085N0700X,13,Neurology,0
1669492815,207XS0114X,20,Orthopedic Surgery,0
1972547651,207RC0000X,11,Internal Medicine,1
1730133547,261QS1200X,C0,Sleep Medicine,0
1306940242,333600000X,A5,Pharmacy,1
1346262235,367H00000X,32,Anesthesiology Assistant,1
1235172123,207RC0000X,11,Internal Medicine,1
1952367799,207Q00000X,08,Family Practice,1
1265424584,207Q00000X,08,Family Practice,1
1063573764,207RC0001X,21,Clinical Cardiac Electrophysiology,1
1245233634,207X00000X,20,Orthopedic Surgery,0
1174639736,2085R0001X,92,Radiation Oncology,1
1912991845,207W00000X,18,Ophthalmology,1
1396714804,2086S0122X,02,General Surgery,1
1851330534,2085R0202X,30,Diagnostic Radiology,1
1316275290,2085R0202X,30,Diagnostic Radiology,1
1720162290,2085R0202X,30,Diagnostic Radiology,1
1073568754,282N00000X,A0[7],Hospital-General,1
1962419218,207W00000X,18,Ophthalmology,1
1912954231,207RC0000X,11,Internal Medicine,1
1184623886,207RH0003X,83,Hematology-Oncology,1
1598727679,2085R0204X,94,Interventional Radiology,0
1235197781,207RP1001X,29,Pulmonary Disease,1
1477534923,207P00000X,93,Emergency Medicine,1
1588640577,207RC0000X,11,Internal Medicine,1
1003833930,207L00000X,79,Addiction Medicine,1
1619953288,363A00000X,97,Physician Assistant,1
1114943610,332BP3500X,,Parenteral & Enteral Nutrition,0
1730138660,207P00000X,93,Emergency Medicine,1
1962403071,174400000X,,Specialist,0
1215948443,332B00000X,87[3],All Other Suppliers,0
1184625220,207RP1001X,29,Pulmonary Disease,0
1679553366,332B00000X,87[3],All Other Suppliers,1
1114991155,207R00000X,11,Internal Medicine,0
1730177668,332B00000X,87[3],All Other Suppliers,0
1952397374,207R00000X,11,Internal Medicine,1
1255402871,2085R0202X,30,Diagnostic Radiology,1
1376599548,2085R0204X,94,Interventional Radiology,0
1588691125,207R00000X,11,Internal Medicine,0
1114994977,207RG0100X,11,Internal Medicine,1
1265688048,2085R0202X,30,Diagnostic Radiology,0
1124026182,2086S0102X,02,General Surgery,0
1639103864,341600000X,59,Ambulance Service Provider,1
1245256684,207RC0000X,11,Internal Medicine,1
1154315083,2085P0229X,30,Diagnostic Radiology,0
1659360220,282N00000X,A0[7],Hospital-General,1
1972522852,363A00000X,97,Physician Assistant,0
1134250343,207W00000X,18,Ophthalmology,1
1851370837,207RP1001X,29,Pulmonary Disease,1
1093756157,291U00000X,B4[14],Histocompatibility Laboratory,1
1477568681,333600000X,A5,Pharmacy,1
1578514477,207RC0000X,11,Internal Medicine,1
1336152420,207R00000X,11,Internal Medicine,1
1841581154,207W00000X,18,Ophthalmology,1
1578584256,363LF0000X,50,Nurse Practitioner,1
1982021630,174400000X,,Specialist,1
1548455884,332B00000X,87[3],All Other Suppliers,1
1659318699,174400000X,,Specialist,0
1164419545,207T00000X,14,Neurosurgery,1
1508851510,207RI0011X,C3,Interventional Cardiology,1
1518319623,363LF0000X,50,Nurse Practitioner,1
1255402871,2085U0001X,30,Diagnostic Radiology,0
1528029287,207R00000X,11,Internal Medicine,1
1427057009,207RC0000X,11,Internal Medicine,1
1710120365,2085R0202X,30,Diagnostic Radiology,1
1710002886,213ES0103X,48,Podiatry,1
1619953288,207X00000X,20,Orthopedic Surgery,0
1083696561,2085R0202X,30,Diagnostic Radiology,1
1144209586,207RC0001X,21,Clinical Cardiac Electrophysiology,0
1831217504,207R00000X,11,Internal Medicine,1
1104986983,332BX2000X,B1,Oxygen supplier,0
1619979945,207RP1001X,29,Pulmonary Disease,1
1457555831,208D00000X,99,Undefined Physician type,0
1477598597,2085R0202X,30,Diagnostic Radiology,1
1467496521,207P00000X,93,Emergency Medicine,1
1376520148,174400000X,,Specialist,0
1235399775,207Q00000X,08,Family Practice,1
1114943610,3336M0002X,A5,Pharmacy,1
1346233277,291U00000X,B4[14],Histocompatibility Laboratory,1
1568464915,207RC0200X,81,Critical Care,0
1740206150,332B00000X,87[3],All Other Suppliers,1
1336129667,207R00000X,11,Internal Medicine,0
1265409098,207Q00000X,08,Family Practice,1
1780664128,207RC0001X,21,Clinical Cardiac Electrophysiology,1
1154315083,2085B0100X,,Body Imaging,0
1578963906,363A00000X,97,Physician Assistant,0
1396746343,207RC0000X,11,Internal Medicine,1
1376572842,207RI0200X,44,Infectious Disease,0
1255328621,341600000X,59,Ambulance Service Provider,0
1861475139,363L00000X,50,Nurse Practitioner,1
1275594764,207Q00000X,08,Family Practice,1
1528325255,343900000X,,Non-emergency Medical Transport,0
1073519310,208800000X,34,Urology,1
1154325090,207RE0101X,46,Endocrinology,1
1316933575,207Q00000X,08,Family Practice,1
1730154774,207RG0100X,11,Internal Medicine,1
1144222779,2085R0202X,30,Diagnostic Radiology,1
1801970967,2085R0202X,30,Diagnostic Radiology,1
1053345512,207XS0117X,20,Orthopedic Surgery,0
1366416943,207Q00000X,08,Family Practice,1
1114025491,282N00000X,A0[7],Hospital-General,1
1407880198,2084S0012X,C0,Sleep Medicine,0
1477568681,3336C0003X,A5,Pharmacy,0
1124026182,282N00000X,A0[7],Hospital-General,1
1508892688,363LA2100X,50,Nurse Practitioner,1
1083723894,332B00000X,87[3],All Other Suppliers,1
1285610857,207R00000X,11,Internal Medicine,1
1578569141,2085R0202X,30,Diagnostic Radiology,1
1154338432,207P00000X,93,Emergency Medicine,1
1366447971,207RC0000X,11,Internal Medicine,1
1609832674,207RC0000X,11,Internal Medicine,1
1750541827,208M00000X,C6,Hospitalist,1
1417953654,174400000X,,Specialist,0
1093751133,207XS0106X,40,Hand Surgery,1
1316959646,2085R0001X,92,Radiation Oncology,1
1700889227,332B00000X,87[3],All Other Suppliers,1
1932162229,367500000X,43,Certified Registered Nurse Anesthetist,1
1205826716,207ZP0105X,22,Pathology,1
1689691214,282N00000X,A0[7],Hospital-General,1
1447249289,207LP2900X,05,Anesthesiology,0
1184668709,207Q00000X,08,Family Practice,1
1689759896,332B00000X,87[3],All Other Suppliers,1
1124026182,207VF0040X,16,Obstetrics & Gynecology,0
1821062522,207RC0000X,11,Internal Medicine,1
1659440543,207RC0000X,11,Internal Medicine,0
1821293689,207RI0011X,C3,Interventional Cardiology,1
1336149426,332B00000X,87[3],All Other Suppliers,1
1346537859,213ES0131X,48,Podiatry,0
1427015999,261QA1903X,49,Ambulatory Surgical Center,1
1598705683,208D00000X,99,Undefined Physician type,1
1699795500,333600000X,A5,Pharmacy,1
1407826571,174400000X,,Specialist,1
1669440269,207RC0001X,21,Clinical Cardiac Electrophysiology,1
1124026182,207X00000X,20,Orthopedic Surgery,0
1205824489,208800000X,34,Urology,1
1922009844,2085R0202X,30,Diagnostic Radiology,1
1972821825,207RC0000X,11,Internal Medicine,1
1992704324,207RI0011X,C3,Interventional Cardiology,1
1285685321,207RI0200X,44,Infectious Disease,1
1861459380,207W00000X,18,Ophthalmology,1
1952397085,207RS0012X,C0,Sleep Medicine,0
1568457943,207RC0000X,11,Internal Medicine,1
1821019092,3336H0001X,A5,Pharmacy,1
1306883525,2085U0001X,30,Diagnostic Radiology,0
1508863572,2084N0400X,86,Neuropsychiatry,1
1003915778,2084N0008X,86,Neuropsychiatry,1
1548262850,332BX2000X,B1,Oxygen supplier,0
1487654810,213E00000X,48,Podiatry,1
1528325255,3416L0300X,59,Ambulance Service Provider,0
1518256213,2085N0700X,13,Neurology,1
1063406965,207N00000X,07,Dermatology,0
1255709218,390200000X,,Student in an Organized Health Care Education/Training Program,0
1578569141,2085N0904X,36,Nuclear Medicine,0
1649340530,2084V0102X,86,Neuropsychiatry,1
1174572739,3416L0300X,59,Ambulance Service Provider,1
