concept_name,concept_oid,code,code_system
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,681831000119107,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,681911000119108,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,681971000119100,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,682221000119103,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,682231000119100,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,682241000119109,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,682251000119106,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,682261000119108,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,682451000119107,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,682471000119103,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,682481000119100,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,68328006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,683761000119107,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,683791000119100,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,684901000119107,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,684911000119105,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,684921000119103,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,684931000119100,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,684941000119109,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,686431000119100,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,686441000119109,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,686451000119106,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,686461000119108,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,687331000119109,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,687351000119103,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,687361000119101,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,698296002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,698504006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,698594003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,698624003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,698625002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,698626001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,698725008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,698726009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,698781002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,699189004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,699318007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,699704002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,700250006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,700423003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,702392008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,703272007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,703273002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,703274008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,703275009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,703276005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,704152002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,704667004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,705176003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,707324008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,707434003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,708030004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,709109004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,709285002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,70936005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,71193007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,712487000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,712849003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,713060000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,713181003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,713189001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,713325002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,713488003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,713844000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,715401008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,715414009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,715662009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,715807002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,715904005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,716107009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,716203000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,716662004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,717840005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,718685006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,71892000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,719717006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,721710005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,721977007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,722600006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,722671009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,722707001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,722977005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,722979008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,722980006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,722987009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,723123001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,723390000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,723829000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,724761004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,724776007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,724778008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,72481000119103,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,725416005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,725898002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,725938001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,725939009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,725940006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,733028000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,733184002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,733185001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,733190003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,733191004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,733192006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,733193001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,733194007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,735386008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,735733008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,735735001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,735757008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,7361000175106,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,7371000175103,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,7381000175100,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,7391000175102,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,7401000175100,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,7411000175102,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,7421000175106,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,74669004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,74960003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,762350007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,762351006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,762457009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,762707000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,76301009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,766246000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,767444009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,767448007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,770602005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,770727008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,771306007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,774069007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,776416004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,77690003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,780821007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,781076008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,782697005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,783161005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,783258000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,783706007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,783771003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,784341001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,78461000119105,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,785879009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,78862003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,788863007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,788864001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,788898005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,788899002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,788950000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,789170003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,789574002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,792004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,792907004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,79341000119107,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,79955004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,80479009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,80614003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,816205008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,816984002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,82351000119105,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,82361000119107,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,82371000119101,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,82381000119103,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,82523003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,827186009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,82959004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,831000119103,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,83105008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,83291003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,833326008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,836274002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,836477007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,836486002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,838276009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,840452004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,840464007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,840465008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,84114007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,846637007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,85232009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,86044005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,860826006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,86454000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,866048009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,866052009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,86680006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,87091000119101,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,87111000119109,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,87121000119102,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,871619002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,87317003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,87433001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,88805009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,89580002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,898208007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,90099008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,90117007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,90610005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,90688005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,90771000119100,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,90791000119104,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,90811000119100,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,90831000119105,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,91181000119105,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,91191000119108,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,91211000119109,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,91221000119102,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,91231000119104,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,91251000119105,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,91271000119101,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,91281000119103,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,92506005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,93144003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,93145002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,93146001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,93150008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,93715005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,93726004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,93727008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,93746009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,93748005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,93749002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,93768004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,93807001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,93843007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,93928006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,93939009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,93946000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94082003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94086000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94152006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94153001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94154007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94155008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94156009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94157000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94158005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94159002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94160007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94161006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94162004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94163009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94164003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94165002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94166001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94167005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94168000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94169008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94170009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94171008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94172001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94173006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94175004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94176003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94177007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94179005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94180008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94181007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94182000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94183005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94184004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94185003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94186002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94187006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94189009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94190000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94191001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94192008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94193003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94194009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94195005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94196006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94197002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94198007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94200001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94201002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94202009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94203004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94204005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94205006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94206007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94207003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94208008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94209000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94210005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94211009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94212002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94213007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94214001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94215000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94217008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94218003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94219006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94220000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94221001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94222008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94224009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94225005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94226006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94227002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94228007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94229004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94230009,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94231008,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94232001,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94233006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94234000,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94235004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94236003,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94237007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94238002,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94239005,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94240007,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94241006,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94242004,snomed-ct
Advanced Illness,2.16.840.1.113883.3.464.1003.110.12.1082,94243009,snomed-ct
