code,value_set_name,pqi_number
02UM37Z,cardiac_procedure_codes,appendix_b
02UM38Z,cardiac_procedure_codes,appendix_b
02UM3JZ,cardiac_procedure_codes,appendix_b
02UM3KZ,cardiac_procedure_codes,appendix_b
02UM47Z,cardiac_procedure_codes,appendix_b
02UM48Z,cardiac_procedure_codes,appendix_b
02UM4JZ,cardiac_procedure_codes,appendix_b
02UM4KZ,cardiac_procedure_codes,appendix_b
02VG0ZZ,cardiac_procedure_codes,appendix_b
02VG3ZZ,cardiac_procedure_codes,appendix_b
02VG4ZZ,cardiac_procedure_codes,appendix_b
02VR0ZT,cardiac_procedure_codes,appendix_b
02W50JZ,cardiac_procedure_codes,appendix_b
02W54JZ,cardiac_procedure_codes,appendix_b
02WA0JZ,cardiac_procedure_codes,appendix_b
02WA0MZ,cardiac_procedure_codes,appendix_b
02WA0NZ,cardiac_procedure_codes,appendix_b
02WA0QZ,cardiac_procedure_codes,appendix_b
02WA0RS,cardiac_procedure_codes,appendix_b
02WA0RZ,cardiac_procedure_codes,appendix_b
02WA3MZ,cardiac_procedure_codes,appendix_b
02WA3QZ,cardiac_procedure_codes,appendix_b
02WA3RS,cardiac_procedure_codes,appendix_b
02WA3RZ,cardiac_procedure_codes,appendix_b
02WA4MZ,cardiac_procedure_codes,appendix_b
02WA4NZ,cardiac_procedure_codes,appendix_b
02WA4QZ,cardiac_procedure_codes,appendix_b
02WA4RS,cardiac_procedure_codes,appendix_b
02WA4RZ,cardiac_procedure_codes,appendix_b
02WAXRS,cardiac_procedure_codes,appendix_b
02WF07Z,cardiac_procedure_codes,appendix_b
02WF08Z,cardiac_procedure_codes,appendix_b
02WF0JZ,cardiac_procedure_codes,appendix_b
02WF0KZ,cardiac_procedure_codes,appendix_b
02WF37Z,cardiac_procedure_codes,appendix_b
02WF38Z,cardiac_procedure_codes,appendix_b
02WF3JZ,cardiac_procedure_codes,appendix_b
02WF3KZ,cardiac_procedure_codes,appendix_b
02WF47Z,cardiac_procedure_codes,appendix_b
02WF48Z,cardiac_procedure_codes,appendix_b
02WF4JZ,cardiac_procedure_codes,appendix_b
02WF4KZ,cardiac_procedure_codes,appendix_b
02WG07Z,cardiac_procedure_codes,appendix_b
02WG08Z,cardiac_procedure_codes,appendix_b
02WG0JZ,cardiac_procedure_codes,appendix_b
02WG0KZ,cardiac_procedure_codes,appendix_b
02WG37Z,cardiac_procedure_codes,appendix_b
02WG38Z,cardiac_procedure_codes,appendix_b
02WG3JZ,cardiac_procedure_codes,appendix_b
02WG3KZ,cardiac_procedure_codes,appendix_b
02WG47Z,cardiac_procedure_codes,appendix_b
02WG48Z,cardiac_procedure_codes,appendix_b
02WG4JZ,cardiac_procedure_codes,appendix_b
02WG4KZ,cardiac_procedure_codes,appendix_b
02WH07Z,cardiac_procedure_codes,appendix_b
02WH08Z,cardiac_procedure_codes,appendix_b
02WH0JZ,cardiac_procedure_codes,appendix_b
02WH0KZ,cardiac_procedure_codes,appendix_b
02WH37Z,cardiac_procedure_codes,appendix_b
02WH38Z,cardiac_procedure_codes,appendix_b
02WH3JZ,cardiac_procedure_codes,appendix_b
02WH3KZ,cardiac_procedure_codes,appendix_b
02WH47Z,cardiac_procedure_codes,appendix_b
02WH48Z,cardiac_procedure_codes,appendix_b
02WH4JZ,cardiac_procedure_codes,appendix_b
02WH4KZ,cardiac_procedure_codes,appendix_b
02WJ07Z,cardiac_procedure_codes,appendix_b
02WJ08Z,cardiac_procedure_codes,appendix_b
02WJ0JZ,cardiac_procedure_codes,appendix_b
02WJ0KZ,cardiac_procedure_codes,appendix_b
02WJ37Z,cardiac_procedure_codes,appendix_b
02WJ38Z,cardiac_procedure_codes,appendix_b
02WJ3JZ,cardiac_procedure_codes,appendix_b
02WJ3KZ,cardiac_procedure_codes,appendix_b
02WJ47Z,cardiac_procedure_codes,appendix_b
02WJ48Z,cardiac_procedure_codes,appendix_b
02WJ4JZ,cardiac_procedure_codes,appendix_b
02WJ4KZ,cardiac_procedure_codes,appendix_b
02WM0JZ,cardiac_procedure_codes,appendix_b
02WM4JZ,cardiac_procedure_codes,appendix_b
02YA0Z0,cardiac_procedure_codes,appendix_b
02YA0Z1,cardiac_procedure_codes,appendix_b
02YA0Z2,cardiac_procedure_codes,appendix_b
061007P,cardiac_procedure_codes,appendix_b
061007Q,cardiac_procedure_codes,appendix_b
061007R,cardiac_procedure_codes,appendix_b
061009P,cardiac_procedure_codes,appendix_b
061009Q,cardiac_procedure_codes,appendix_b
061009R,cardiac_procedure_codes,appendix_b
06100AP,cardiac_procedure_codes,appendix_b
06100AQ,cardiac_procedure_codes,appendix_b
06100AR,cardiac_procedure_codes,appendix_b
06100JP,cardiac_procedure_codes,appendix_b
06100JQ,cardiac_procedure_codes,appendix_b
06100JR,cardiac_procedure_codes,appendix_b
06100KP,cardiac_procedure_codes,appendix_b
06100KQ,cardiac_procedure_codes,appendix_b
06100KR,cardiac_procedure_codes,appendix_b
06100ZP,cardiac_procedure_codes,appendix_b
06100ZQ,cardiac_procedure_codes,appendix_b
06100ZR,cardiac_procedure_codes,appendix_b
061047P,cardiac_procedure_codes,appendix_b
061047Q,cardiac_procedure_codes,appendix_b
061047R,cardiac_procedure_codes,appendix_b
061049P,cardiac_procedure_codes,appendix_b
061049Q,cardiac_procedure_codes,appendix_b
061049R,cardiac_procedure_codes,appendix_b
06104AP,cardiac_procedure_codes,appendix_b
06104AQ,cardiac_procedure_codes,appendix_b
06104AR,cardiac_procedure_codes,appendix_b
06104JP,cardiac_procedure_codes,appendix_b
06104JQ,cardiac_procedure_codes,appendix_b
06104JR,cardiac_procedure_codes,appendix_b
06104KP,cardiac_procedure_codes,appendix_b
06104KQ,cardiac_procedure_codes,appendix_b
06104KR,cardiac_procedure_codes,appendix_b
06104ZP,cardiac_procedure_codes,appendix_b
06104ZQ,cardiac_procedure_codes,appendix_b
06104ZR,cardiac_procedure_codes,appendix_b
0JH600Z,cardiac_procedure_codes,appendix_b
0JH604Z,cardiac_procedure_codes,appendix_b
0JH605Z,cardiac_procedure_codes,appendix_b
0JH606Z,cardiac_procedure_codes,appendix_b
0JH607Z,cardiac_procedure_codes,appendix_b
0JH608Z,cardiac_procedure_codes,appendix_b
0JH609Z,cardiac_procedure_codes,appendix_b
0JH60AZ,cardiac_procedure_codes,appendix_b
0JH60FZ,cardiac_procedure_codes,appendix_b
0JH60PZ,cardiac_procedure_codes,appendix_b
0JH630Z,cardiac_procedure_codes,appendix_b
0JH634Z,cardiac_procedure_codes,appendix_b
0JH635Z,cardiac_procedure_codes,appendix_b
0JH636Z,cardiac_procedure_codes,appendix_b
0JH637Z,cardiac_procedure_codes,appendix_b
0JH638Z,cardiac_procedure_codes,appendix_b
0JH639Z,cardiac_procedure_codes,appendix_b
0JH63AZ,cardiac_procedure_codes,appendix_b
0JH63FZ,cardiac_procedure_codes,appendix_b
0JH63PZ,cardiac_procedure_codes,appendix_b
0JH800Z,cardiac_procedure_codes,appendix_b
0JH804Z,cardiac_procedure_codes,appendix_b
0JH805Z,cardiac_procedure_codes,appendix_b
0JH806Z,cardiac_procedure_codes,appendix_b
0JH807Z,cardiac_procedure_codes,appendix_b
0JH808Z,cardiac_procedure_codes,appendix_b
0JH809Z,cardiac_procedure_codes,appendix_b
0JH80AZ,cardiac_procedure_codes,appendix_b
0JH80PZ,cardiac_procedure_codes,appendix_b
0JH830Z,cardiac_procedure_codes,appendix_b
0JH834Z,cardiac_procedure_codes,appendix_b
0JH835Z,cardiac_procedure_codes,appendix_b
0JH836Z,cardiac_procedure_codes,appendix_b
0JH837Z,cardiac_procedure_codes,appendix_b
0JH838Z,cardiac_procedure_codes,appendix_b
0JH839Z,cardiac_procedure_codes,appendix_b
0JH83AZ,cardiac_procedure_codes,appendix_b
0JH83PZ,cardiac_procedure_codes,appendix_b
0JPT0FZ,cardiac_procedure_codes,appendix_b
0JPT0PZ,cardiac_procedure_codes,appendix_b
0JPT3FZ,cardiac_procedure_codes,appendix_b
0JPT3PZ,cardiac_procedure_codes,appendix_b
0JWT0FZ,cardiac_procedure_codes,appendix_b
0JWT0PZ,cardiac_procedure_codes,appendix_b
0JWT3FZ,cardiac_procedure_codes,appendix_b
0JWT3PZ,cardiac_procedure_codes,appendix_b
0JWTXFZ,cardiac_procedure_codes,appendix_b
0W9D00Z,cardiac_procedure_codes,appendix_b
0W9D0ZX,cardiac_procedure_codes,appendix_b
0W9D0ZZ,cardiac_procedure_codes,appendix_b
0W9D30Z,cardiac_procedure_codes,appendix_b
0W9D3ZX,cardiac_procedure_codes,appendix_b
0W9D3ZZ,cardiac_procedure_codes,appendix_b
0W9D40Z,cardiac_procedure_codes,appendix_b
0W9D4ZX,cardiac_procedure_codes,appendix_b
0W9D4ZZ,cardiac_procedure_codes,appendix_b
0WCD0ZZ,cardiac_procedure_codes,appendix_b
0WCD3ZZ,cardiac_procedure_codes,appendix_b
0WCD4ZZ,cardiac_procedure_codes,appendix_b
0WFD0ZZ,cardiac_procedure_codes,appendix_b
0WFD3ZZ,cardiac_procedure_codes,appendix_b
0WFD4ZZ,cardiac_procedure_codes,appendix_b
0WFDXZZ,cardiac_procedure_codes,appendix_b
0WHD03Z,cardiac_procedure_codes,appendix_b
0WHD0YZ,cardiac_procedure_codes,appendix_b
0WHD33Z,cardiac_procedure_codes,appendix_b
0WHD3YZ,cardiac_procedure_codes,appendix_b
0WHD43Z,cardiac_procedure_codes,appendix_b
0WHD4YZ,cardiac_procedure_codes,appendix_b
0WPD00Z,cardiac_procedure_codes,appendix_b
0WPD01Z,cardiac_procedure_codes,appendix_b
0WPD03Z,cardiac_procedure_codes,appendix_b
0WPD0YZ,cardiac_procedure_codes,appendix_b
0WPD30Z,cardiac_procedure_codes,appendix_b
0WPD31Z,cardiac_procedure_codes,appendix_b
0WPD33Z,cardiac_procedure_codes,appendix_b
0WPD3YZ,cardiac_procedure_codes,appendix_b
0WPD40Z,cardiac_procedure_codes,appendix_b
0WPD41Z,cardiac_procedure_codes,appendix_b
0WPD43Z,cardiac_procedure_codes,appendix_b
0WPD4YZ,cardiac_procedure_codes,appendix_b
0WWD00Z,cardiac_procedure_codes,appendix_b
0WWD01Z,cardiac_procedure_codes,appendix_b
0WWD03Z,cardiac_procedure_codes,appendix_b
0WWD30Z,cardiac_procedure_codes,appendix_b
0WWD31Z,cardiac_procedure_codes,appendix_b
0WWD33Z,cardiac_procedure_codes,appendix_b
0WWD40Z,cardiac_procedure_codes,appendix_b
0WWD41Z,cardiac_procedure_codes,appendix_b
0WWD43Z,cardiac_procedure_codes,appendix_b
3E07016,cardiac_procedure_codes,appendix_b
3E07017,cardiac_procedure_codes,appendix_b
3E070GC,cardiac_procedure_codes,appendix_b
3E070KZ,cardiac_procedure_codes,appendix_b
3E070PZ,cardiac_procedure_codes,appendix_b
3E07316,cardiac_procedure_codes,appendix_b
3E07317,cardiac_procedure_codes,appendix_b
3E073GC,cardiac_procedure_codes,appendix_b
3E073KZ,cardiac_procedure_codes,appendix_b
3E073PZ,cardiac_procedure_codes,appendix_b
3E074GC,cardiac_procedure_codes,appendix_b
5A02110,cardiac_procedure_codes,appendix_b
5A02115,cardiac_procedure_codes,appendix_b
5A02116,cardiac_procedure_codes,appendix_b
5A0211D,cardiac_procedure_codes,appendix_b
5A02210,cardiac_procedure_codes,appendix_b
5A02215,cardiac_procedure_codes,appendix_b
5A02216,cardiac_procedure_codes,appendix_b
5A0221D,cardiac_procedure_codes,appendix_b
X2C0361,cardiac_procedure_codes,appendix_b
X2C1361,cardiac_procedure_codes,appendix_b
X2C2361,cardiac_procedure_codes,appendix_b
X2C3361,cardiac_procedure_codes,appendix_b
X2RF032,cardiac_procedure_codes,appendix_b
X2RF332,cardiac_procedure_codes,appendix_b
X2RF432,cardiac_procedure_codes,appendix_b
B20,immunocompromised_state_diagnosis_codes,appendix_c
B59,immunocompromised_state_diagnosis_codes,appendix_c
D71,immunocompromised_state_diagnosis_codes,appendix_c
E40,immunocompromised_state_diagnosis_codes,appendix_c
E41,immunocompromised_state_diagnosis_codes,appendix_c
E42,immunocompromised_state_diagnosis_codes,appendix_c
E43,immunocompromised_state_diagnosis_codes,appendix_c
C802,immunocompromised_state_diagnosis_codes,appendix_c
C888,immunocompromised_state_diagnosis_codes,appendix_c
C946,immunocompromised_state_diagnosis_codes,appendix_c
D471,immunocompromised_state_diagnosis_codes,appendix_c
D479,immunocompromised_state_diagnosis_codes,appendix_c
D700,immunocompromised_state_diagnosis_codes,appendix_c
D701,immunocompromised_state_diagnosis_codes,appendix_c
D702,immunocompromised_state_diagnosis_codes,appendix_c
D704,immunocompromised_state_diagnosis_codes,appendix_c
D708,immunocompromised_state_diagnosis_codes,appendix_c
D709,immunocompromised_state_diagnosis_codes,appendix_c
D720,immunocompromised_state_diagnosis_codes,appendix_c
D761,immunocompromised_state_diagnosis_codes,appendix_c
D762,immunocompromised_state_diagnosis_codes,appendix_c
D763,immunocompromised_state_diagnosis_codes,appendix_c
D800,immunocompromised_state_diagnosis_codes,appendix_c
D801,immunocompromised_state_diagnosis_codes,appendix_c
D802,immunocompromised_state_diagnosis_codes,appendix_c
D803,immunocompromised_state_diagnosis_codes,appendix_c
D804,immunocompromised_state_diagnosis_codes,appendix_c
D805,immunocompromised_state_diagnosis_codes,appendix_c
D806,immunocompromised_state_diagnosis_codes,appendix_c
D807,immunocompromised_state_diagnosis_codes,appendix_c
D808,immunocompromised_state_diagnosis_codes,appendix_c
D809,immunocompromised_state_diagnosis_codes,appendix_c
D810,immunocompromised_state_diagnosis_codes,appendix_c
D811,immunocompromised_state_diagnosis_codes,appendix_c
D812,immunocompromised_state_diagnosis_codes,appendix_c
D814,immunocompromised_state_diagnosis_codes,appendix_c
D816,immunocompromised_state_diagnosis_codes,appendix_c
D817,immunocompromised_state_diagnosis_codes,appendix_c
D819,immunocompromised_state_diagnosis_codes,appendix_c
D820,immunocompromised_state_diagnosis_codes,appendix_c
D821,immunocompromised_state_diagnosis_codes,appendix_c
D822,immunocompromised_state_diagnosis_codes,appendix_c
D823,immunocompromised_state_diagnosis_codes,appendix_c
D824,immunocompromised_state_diagnosis_codes,appendix_c
D828,immunocompromised_state_diagnosis_codes,appendix_c
D829,immunocompromised_state_diagnosis_codes,appendix_c
D830,immunocompromised_state_diagnosis_codes,appendix_c
D831,immunocompromised_state_diagnosis_codes,appendix_c
D832,immunocompromised_state_diagnosis_codes,appendix_c
D838,immunocompromised_state_diagnosis_codes,appendix_c
D839,immunocompromised_state_diagnosis_codes,appendix_c
D840,immunocompromised_state_diagnosis_codes,appendix_c
D841,immunocompromised_state_diagnosis_codes,appendix_c
D848,immunocompromised_state_diagnosis_codes,appendix_c
D849,immunocompromised_state_diagnosis_codes,appendix_c
D893,immunocompromised_state_diagnosis_codes,appendix_c
D899,immunocompromised_state_diagnosis_codes,appendix_c
I120,immunocompromised_state_diagnosis_codes,appendix_c
I132,immunocompromised_state_diagnosis_codes,appendix_c
K912,immunocompromised_state_diagnosis_codes,appendix_c
N185,immunocompromised_state_diagnosis_codes,appendix_c
N186,immunocompromised_state_diagnosis_codes,appendix_c
T865,immunocompromised_state_diagnosis_codes,appendix_c
Z940,immunocompromised_state_diagnosis_codes,appendix_c
Z941,immunocompromised_state_diagnosis_codes,appendix_c
Z942,immunocompromised_state_diagnosis_codes,appendix_c
Z943,immunocompromised_state_diagnosis_codes,appendix_c
Z944,immunocompromised_state_diagnosis_codes,appendix_c
Z992,immunocompromised_state_diagnosis_codes,appendix_c
C9440,immunocompromised_state_diagnosis_codes,appendix_c
C9441,immunocompromised_state_diagnosis_codes,appendix_c
C9442,immunocompromised_state_diagnosis_codes,appendix_c
D4622,immunocompromised_state_diagnosis_codes,appendix_c
D4701,immunocompromised_state_diagnosis_codes,appendix_c
D4702,immunocompromised_state_diagnosis_codes,appendix_c
D4709,immunocompromised_state_diagnosis_codes,appendix_c
D47Z1,immunocompromised_state_diagnosis_codes,appendix_c
D47Z2,immunocompromised_state_diagnosis_codes,appendix_c
D47Z9,immunocompromised_state_diagnosis_codes,appendix_c
D6109,immunocompromised_state_diagnosis_codes,appendix_c
D7381,immunocompromised_state_diagnosis_codes,appendix_c
D7581,immunocompromised_state_diagnosis_codes,appendix_c
D8130,immunocompromised_state_diagnosis_codes,appendix_c
D8131,immunocompromised_state_diagnosis_codes,appendix_c
D8132,immunocompromised_state_diagnosis_codes,appendix_c
D8139,immunocompromised_state_diagnosis_codes,appendix_c
D8189,immunocompromised_state_diagnosis_codes,appendix_c
D8982,immunocompromised_state_diagnosis_codes,appendix_c
D8989,immunocompromised_state_diagnosis_codes,appendix_c
I1311,immunocompromised_state_diagnosis_codes,appendix_c
T8600,immunocompromised_state_diagnosis_codes,appendix_c
T8601,immunocompromised_state_diagnosis_codes,appendix_c
T8602,immunocompromised_state_diagnosis_codes,appendix_c
T8603,immunocompromised_state_diagnosis_codes,appendix_c
T8609,immunocompromised_state_diagnosis_codes,appendix_c
T8610,immunocompromised_state_diagnosis_codes,appendix_c
T8611,immunocompromised_state_diagnosis_codes,appendix_c
T8612,immunocompromised_state_diagnosis_codes,appendix_c
T8613,immunocompromised_state_diagnosis_codes,appendix_c
T8619,immunocompromised_state_diagnosis_codes,appendix_c
T8620,immunocompromised_state_diagnosis_codes,appendix_c
T8621,immunocompromised_state_diagnosis_codes,appendix_c
T8622,immunocompromised_state_diagnosis_codes,appendix_c
T8623,immunocompromised_state_diagnosis_codes,appendix_c
T8630,immunocompromised_state_diagnosis_codes,appendix_c
T8631,immunocompromised_state_diagnosis_codes,appendix_c
T8632,immunocompromised_state_diagnosis_codes,appendix_c
T8633,immunocompromised_state_diagnosis_codes,appendix_c
T8639,immunocompromised_state_diagnosis_codes,appendix_c
T8640,immunocompromised_state_diagnosis_codes,appendix_c
T8641,immunocompromised_state_diagnosis_codes,appendix_c
T8642,immunocompromised_state_diagnosis_codes,appendix_c
T8643,immunocompromised_state_diagnosis_codes,appendix_c
T8649,immunocompromised_state_diagnosis_codes,appendix_c
T8690,immunocompromised_state_diagnosis_codes,appendix_c
T8691,immunocompromised_state_diagnosis_codes,appendix_c
T8692,immunocompromised_state_diagnosis_codes,appendix_c
T8693,immunocompromised_state_diagnosis_codes,appendix_c
T8699,immunocompromised_state_diagnosis_codes,appendix_c
Z4821,immunocompromised_state_diagnosis_codes,appendix_c
Z4822,immunocompromised_state_diagnosis_codes,appendix_c
Z4823,immunocompromised_state_diagnosis_codes,appendix_c
Z4824,immunocompromised_state_diagnosis_codes,appendix_c
Z4901,immunocompromised_state_diagnosis_codes,appendix_c
Z4902,immunocompromised_state_diagnosis_codes,appendix_c
Z4931,immunocompromised_state_diagnosis_codes,appendix_c
Z4932,immunocompromised_state_diagnosis_codes,appendix_c
Z9481,immunocompromised_state_diagnosis_codes,appendix_c
Z9482,immunocompromised_state_diagnosis_codes,appendix_c
Z9483,immunocompromised_state_diagnosis_codes,appendix_c
Z9484,immunocompromised_state_diagnosis_codes,appendix_c
Z9489,immunocompromised_state_diagnosis_codes,appendix_c
D61810,immunocompromised_state_diagnosis_codes,appendix_c
D61811,immunocompromised_state_diagnosis_codes,appendix_c
D61818,immunocompromised_state_diagnosis_codes,appendix_c
D72810,immunocompromised_state_diagnosis_codes,appendix_c
D72818,immunocompromised_state_diagnosis_codes,appendix_c
D72819,immunocompromised_state_diagnosis_codes,appendix_c
D89810,immunocompromised_state_diagnosis_codes,appendix_c
D89811,immunocompromised_state_diagnosis_codes,appendix_c
D89812,immunocompromised_state_diagnosis_codes,appendix_c
D89813,immunocompromised_state_diagnosis_codes,appendix_c
T86290,immunocompromised_state_diagnosis_codes,appendix_c
T86298,immunocompromised_state_diagnosis_codes,appendix_c
T86810,immunocompromised_state_diagnosis_codes,appendix_c
T86811,immunocompromised_state_diagnosis_codes,appendix_c
T86812,immunocompromised_state_diagnosis_codes,appendix_c
T86818,immunocompromised_state_diagnosis_codes,appendix_c
T86819,immunocompromised_state_diagnosis_codes,appendix_c
T86830,immunocompromised_state_diagnosis_codes,appendix_c
T86831,immunocompromised_state_diagnosis_codes,appendix_c
T86832,immunocompromised_state_diagnosis_codes,appendix_c
T86838,immunocompromised_state_diagnosis_codes,appendix_c
T86839,immunocompromised_state_diagnosis_codes,appendix_c
T86850,immunocompromised_state_diagnosis_codes,appendix_c
T86851,immunocompromised_state_diagnosis_codes,appendix_c
T86852,immunocompromised_state_diagnosis_codes,appendix_c
T86858,immunocompromised_state_diagnosis_codes,appendix_c
T86859,immunocompromised_state_diagnosis_codes,appendix_c
T86890,immunocompromised_state_diagnosis_codes,appendix_c
T86891,immunocompromised_state_diagnosis_codes,appendix_c
T86892,immunocompromised_state_diagnosis_codes,appendix_c
T86898,immunocompromised_state_diagnosis_codes,appendix_c
T86899,immunocompromised_state_diagnosis_codes,appendix_c
Z48280,immunocompromised_state_diagnosis_codes,appendix_c
Z48288,immunocompromised_state_diagnosis_codes,appendix_c
Z48290,immunocompromised_state_diagnosis_codes,appendix_c
Z48298,immunocompromised_state_diagnosis_codes,appendix_c
02YA0Z0,immunocompromised_state_procedure_codes,appendix_c
02YA0Z2,immunocompromised_state_procedure_codes,appendix_c
0BYC0Z0,immunocompromised_state_procedure_codes,appendix_c
0BYC0Z2,immunocompromised_state_procedure_codes,appendix_c
0BYD0Z0,immunocompromised_state_procedure_codes,appendix_c
0BYD0Z2,immunocompromised_state_procedure_codes,appendix_c
0BYF0Z0,immunocompromised_state_procedure_codes,appendix_c
0BYF0Z2,immunocompromised_state_procedure_codes,appendix_c
0BYG0Z0,immunocompromised_state_procedure_codes,appendix_c
0BYG0Z2,immunocompromised_state_procedure_codes,appendix_c
0BYH0Z0,immunocompromised_state_procedure_codes,appendix_c
0BYH0Z2,immunocompromised_state_procedure_codes,appendix_c
0BYJ0Z0,immunocompromised_state_procedure_codes,appendix_c
0BYJ0Z2,immunocompromised_state_procedure_codes,appendix_c
0BYK0Z0,immunocompromised_state_procedure_codes,appendix_c
0BYK0Z2,immunocompromised_state_procedure_codes,appendix_c
0BYL0Z0,immunocompromised_state_procedure_codes,appendix_c
0BYL0Z2,immunocompromised_state_procedure_codes,appendix_c
0BYM0Z0,immunocompromised_state_procedure_codes,appendix_c
0BYM0Z2,immunocompromised_state_procedure_codes,appendix_c
0DY50Z0,immunocompromised_state_procedure_codes,appendix_c
0DY50Z2,immunocompromised_state_procedure_codes,appendix_c
0DY60Z0,immunocompromised_state_procedure_codes,appendix_c
0DY60Z2,immunocompromised_state_procedure_codes,appendix_c
0DY80Z0,immunocompromised_state_procedure_codes,appendix_c
0DY80Z2,immunocompromised_state_procedure_codes,appendix_c
0DYE0Z0,immunocompromised_state_procedure_codes,appendix_c
0DYE0Z2,immunocompromised_state_procedure_codes,appendix_c
0FY00Z0,immunocompromised_state_procedure_codes,appendix_c
0FY00Z2,immunocompromised_state_procedure_codes,appendix_c
0FYG0Z0,immunocompromised_state_procedure_codes,appendix_c
0FYG0Z2,immunocompromised_state_procedure_codes,appendix_c
0TY00Z0,immunocompromised_state_procedure_codes,appendix_c
0TY00Z2,immunocompromised_state_procedure_codes,appendix_c
0TY10Z0,immunocompromised_state_procedure_codes,appendix_c
0TY10Z2,immunocompromised_state_procedure_codes,appendix_c
0WY20Z0,immunocompromised_state_procedure_codes,appendix_c
0XYJ0Z0,immunocompromised_state_procedure_codes,appendix_c
0XYK0Z0,immunocompromised_state_procedure_codes,appendix_c
30230AZ,immunocompromised_state_procedure_codes,appendix_c
30230G0,immunocompromised_state_procedure_codes,appendix_c
30230G1,immunocompromised_state_procedure_codes,appendix_c
30230G2,immunocompromised_state_procedure_codes,appendix_c
30230G3,immunocompromised_state_procedure_codes,appendix_c
30230G4,immunocompromised_state_procedure_codes,appendix_c
30230U2,immunocompromised_state_procedure_codes,appendix_c
30230U3,immunocompromised_state_procedure_codes,appendix_c
30230U4,immunocompromised_state_procedure_codes,appendix_c
30230X0,immunocompromised_state_procedure_codes,appendix_c
30230X1,immunocompromised_state_procedure_codes,appendix_c
30230X2,immunocompromised_state_procedure_codes,appendix_c
30230X3,immunocompromised_state_procedure_codes,appendix_c
30230X4,immunocompromised_state_procedure_codes,appendix_c
30230Y0,immunocompromised_state_procedure_codes,appendix_c
30230Y1,immunocompromised_state_procedure_codes,appendix_c
30230Y2,immunocompromised_state_procedure_codes,appendix_c
30230Y3,immunocompromised_state_procedure_codes,appendix_c
30230Y4,immunocompromised_state_procedure_codes,appendix_c
30233AZ,immunocompromised_state_procedure_codes,appendix_c
30233G0,immunocompromised_state_procedure_codes,appendix_c
30233G1,immunocompromised_state_procedure_codes,appendix_c
30233G2,immunocompromised_state_procedure_codes,appendix_c
30233G3,immunocompromised_state_procedure_codes,appendix_c
30233G4,immunocompromised_state_procedure_codes,appendix_c
30233U2,immunocompromised_state_procedure_codes,appendix_c
30233U3,immunocompromised_state_procedure_codes,appendix_c
30233U4,immunocompromised_state_procedure_codes,appendix_c
30233X0,immunocompromised_state_procedure_codes,appendix_c
30233X1,immunocompromised_state_procedure_codes,appendix_c
30233X2,immunocompromised_state_procedure_codes,appendix_c
30233X3,immunocompromised_state_procedure_codes,appendix_c
30233X4,immunocompromised_state_procedure_codes,appendix_c
30233Y0,immunocompromised_state_procedure_codes,appendix_c
30233Y1,immunocompromised_state_procedure_codes,appendix_c
30233Y2,immunocompromised_state_procedure_codes,appendix_c
30233Y3,immunocompromised_state_procedure_codes,appendix_c
30233Y4,immunocompromised_state_procedure_codes,appendix_c
30240AZ,immunocompromised_state_procedure_codes,appendix_c
30240G0,immunocompromised_state_procedure_codes,appendix_c
30240G1,immunocompromised_state_procedure_codes,appendix_c
30240G2,immunocompromised_state_procedure_codes,appendix_c
30240G3,immunocompromised_state_procedure_codes,appendix_c
30240G4,immunocompromised_state_procedure_codes,appendix_c
30240U2,immunocompromised_state_procedure_codes,appendix_c
30240U3,immunocompromised_state_procedure_codes,appendix_c
30240U4,immunocompromised_state_procedure_codes,appendix_c
30240X0,immunocompromised_state_procedure_codes,appendix_c
30240X1,immunocompromised_state_procedure_codes,appendix_c
30240X2,immunocompromised_state_procedure_codes,appendix_c
30240X3,immunocompromised_state_procedure_codes,appendix_c
30240X4,immunocompromised_state_procedure_codes,appendix_c
30240Y0,immunocompromised_state_procedure_codes,appendix_c
30240Y1,immunocompromised_state_procedure_codes,appendix_c
30240Y2,immunocompromised_state_procedure_codes,appendix_c
30240Y3,immunocompromised_state_procedure_codes,appendix_c
30240Y4,immunocompromised_state_procedure_codes,appendix_c
30243AZ,immunocompromised_state_procedure_codes,appendix_c
30243G0,immunocompromised_state_procedure_codes,appendix_c
30243G1,immunocompromised_state_procedure_codes,appendix_c
30243G2,immunocompromised_state_procedure_codes,appendix_c
30243G3,immunocompromised_state_procedure_codes,appendix_c
30243G4,immunocompromised_state_procedure_codes,appendix_c
30243U2,immunocompromised_state_procedure_codes,appendix_c
30243U3,immunocompromised_state_procedure_codes,appendix_c
30243U4,immunocompromised_state_procedure_codes,appendix_c
30243X0,immunocompromised_state_procedure_codes,appendix_c
30243X1,immunocompromised_state_procedure_codes,appendix_c
30243X2,immunocompromised_state_procedure_codes,appendix_c
30243X3,immunocompromised_state_procedure_codes,appendix_c
30243X4,immunocompromised_state_procedure_codes,appendix_c
30243Y0,immunocompromised_state_procedure_codes,appendix_c
30243Y1,immunocompromised_state_procedure_codes,appendix_c
30243Y2,immunocompromised_state_procedure_codes,appendix_c
30243Y3,immunocompromised_state_procedure_codes,appendix_c
30243Y4,immunocompromised_state_procedure_codes,appendix_c
3E03005,immunocompromised_state_procedure_codes,appendix_c
3E0300M,immunocompromised_state_procedure_codes,appendix_c
3E0300P,immunocompromised_state_procedure_codes,appendix_c
