value_set_member_id,concept_id,status,last_update_date,last_update_note,code,code_description,coding_system_id,coding_system_version,include_descendants,comment
833,19,active,2024-03-18,,M80839G,"Other osteoporosis with current pathological fracture, unspecified forearm, subsequent encounter for fracture with delayed healing",2,2024,false,
834,19,active,2024-03-18,,M80839K,"Other osteoporosis with current pathological fracture, unspecified forearm, subsequent encounter for fracture with nonunion",2,2024,false,
835,19,active,2024-03-18,,M80839P,"Other osteoporosis with current pathological fracture, unspecified forearm, subsequent encounter for fracture with malunion",2,2024,false,
836,19,active,2024-03-18,,M80839S,"Other osteoporosis with current pathological fracture, unspecified forearm, sequela",2,2024,false,
837,19,active,2024-03-18,,M8084,"Other osteoporosis with current pathological fracture, hand",2,2024,false,
838,19,active,2024-03-18,,M80841,"Other osteoporosis with current pathological fracture, right hand",2,2024,false,
839,19,active,2024-03-18,,M80841A,"Other osteoporosis with current pathological fracture, right hand, initial encounter for fracture",2,2024,false,
840,19,active,2024-03-18,,M80841D,"Other osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with routine healing",2,2024,false,
841,19,active,2024-03-18,,M80841G,"Other osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with delayed healing",2,2024,false,
842,19,active,2024-03-18,,M80841K,"Other osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with nonunion",2,2024,false,
843,19,active,2024-03-18,,M80841P,"Other osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with malunion",2,2024,false,
844,19,active,2024-03-18,,M80841S,"Other osteoporosis with current pathological fracture, right hand, sequela",2,2024,false,
845,19,active,2024-03-18,,M80842,"Other osteoporosis with current pathological fracture, left hand",2,2024,false,
846,19,active,2024-03-18,,M80842A,"Other osteoporosis with current pathological fracture, left hand, initial encounter for fracture",2,2024,false,
847,19,active,2024-03-18,,M80842D,"Other osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with routine healing",2,2024,false,
848,19,active,2024-03-18,,M80842G,"Other osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with delayed healing",2,2024,false,
849,19,active,2024-03-18,,M80842K,"Other osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with nonunion",2,2024,false,
850,19,active,2024-03-18,,M80842P,"Other osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with malunion",2,2024,false,
851,19,active,2024-03-18,,M80842S,"Other osteoporosis with current pathological fracture, left hand, sequela",2,2024,false,
852,19,active,2024-03-18,,M80849,"Other osteoporosis with current pathological fracture, unspecified hand",2,2024,false,
853,19,active,2024-03-18,,M80849A,"Other osteoporosis with current pathological fracture, unspecified hand, initial encounter for fracture",2,2024,false,
854,19,active,2024-03-18,,M80849D,"Other osteoporosis with current pathological fracture, unspecified hand, subsequent encounter for fracture with routine healing",2,2024,false,
855,19,active,2024-03-18,,M80849G,"Other osteoporosis with current pathological fracture, unspecified hand, subsequent encounter for fracture with delayed healing",2,2024,false,
856,19,active,2024-03-18,,M80849K,"Other osteoporosis with current pathological fracture, unspecified hand, subsequent encounter for fracture with nonunion",2,2024,false,
857,19,active,2024-03-18,,M80849P,"Other osteoporosis with current pathological fracture, unspecified hand, subsequent encounter for fracture with malunion",2,2024,false,
858,19,active,2024-03-18,,M80849S,"Other osteoporosis with current pathological fracture, unspecified hand, sequela",2,2024,false,
859,19,active,2024-03-18,,M8085,"Other osteoporosis with current pathological fracture, femur",2,2024,false,
860,19,active,2024-03-18,,M80851,"Other osteoporosis with current pathological fracture, right femur",2,2024,false,
861,19,active,2024-03-18,,M80851A,"Other osteoporosis with current pathological fracture, right femur, initial encounter for fracture",2,2024,false,
862,19,active,2024-03-18,,M80851D,"Other osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with routine healing",2,2024,false,
863,19,active,2024-03-18,,M80851G,"Other osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with delayed healing",2,2024,false,
864,19,active,2024-03-18,,M80851K,"Other osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with nonunion",2,2024,false,
865,19,active,2024-03-18,,M80851P,"Other osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with malunion",2,2024,false,
866,19,active,2024-03-18,,M80851S,"Other osteoporosis with current pathological fracture, right femur, sequela",2,2024,false,
867,19,active,2024-03-18,,M80852,"Other osteoporosis with current pathological fracture, left femur",2,2024,false,
868,19,active,2024-03-18,,M80852A,"Other osteoporosis with current pathological fracture, left femur, initial encounter for fracture",2,2024,false,
869,19,active,2024-03-18,,M80852D,"Other osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with routine healing",2,2024,false,
870,19,active,2024-03-18,,M80852G,"Other osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with delayed healing",2,2024,false,
871,19,active,2024-03-18,,M80852K,"Other osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with nonunion",2,2024,false,
872,19,active,2024-03-18,,M80852P,"Other osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with malunion",2,2024,false,
873,19,active,2024-03-18,,M80852S,"Other osteoporosis with current pathological fracture, left femur, sequela",2,2024,false,
874,19,active,2024-03-18,,M80859,"Other osteoporosis with current pathological fracture, unspecified femur",2,2024,false,
875,19,active,2024-03-18,,M80859A,"Other osteoporosis with current pathological fracture, unspecified femur, initial encounter for fracture",2,2024,false,
876,19,active,2024-03-18,,M80859D,"Other osteoporosis with current pathological fracture, unspecified femur, subsequent encounter for fracture with routine healing",2,2024,false,
877,19,active,2024-03-18,,M80859G,"Other osteoporosis with current pathological fracture, unspecified femur, subsequent encounter for fracture with delayed healing",2,2024,false,
878,19,active,2024-03-18,,M80859K,"Other osteoporosis with current pathological fracture, unspecified femur, subsequent encounter for fracture with nonunion",2,2024,false,
879,19,active,2024-03-18,,M80859P,"Other osteoporosis with current pathological fracture, unspecified femur, subsequent encounter for fracture with malunion",2,2024,false,
880,19,active,2024-03-18,,M80859S,"Other osteoporosis with current pathological fracture, unspecified femur, sequela",2,2024,false,
881,19,active,2024-03-18,,M8086,"Other osteoporosis with current pathological fracture, lower leg",2,2024,false,
882,19,active,2024-03-18,,M80861,"Other osteoporosis with current pathological fracture, right lower leg",2,2024,false,
883,19,active,2024-03-18,,M80861A,"Other osteoporosis with current pathological fracture, right lower leg, initial encounter for fracture",2,2024,false,
884,19,active,2024-03-18,,M80861D,"Other osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with routine healing",2,2024,false,
885,19,active,2024-03-18,,M80861G,"Other osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with delayed healing",2,2024,false,
886,19,active,2024-03-18,,M80861K,"Other osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with nonunion",2,2024,false,
887,19,active,2024-03-18,,M80861P,"Other osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with malunion",2,2024,false,
888,19,active,2024-03-18,,M80861S,"Other osteoporosis with current pathological fracture, right lower leg, sequela",2,2024,false,
889,19,active,2024-03-18,,M80862,"Other osteoporosis with current pathological fracture, left lower leg",2,2024,false,
890,19,active,2024-03-18,,M80862A,"Other osteoporosis with current pathological fracture, left lower leg, initial encounter for fracture",2,2024,false,
891,19,active,2024-03-18,,M80862D,"Other osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with routine healing",2,2024,false,
892,19,active,2024-03-18,,M80862G,"Other osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with delayed healing",2,2024,false,
893,19,active,2024-03-18,,M80862K,"Other osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with nonunion",2,2024,false,
894,19,active,2024-03-18,,M80862P,"Other osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with malunion",2,2024,false,
895,19,active,2024-03-18,,M80862S,"Other osteoporosis with current pathological fracture, left lower leg, sequela",2,2024,false,
896,19,active,2024-03-18,,M80869,"Other osteoporosis with current pathological fracture, unspecified lower leg",2,2024,false,
897,19,active,2024-03-18,,M80869A,"Other osteoporosis with current pathological fracture, unspecified lower leg, initial encounter for fracture",2,2024,false,
898,19,active,2024-03-18,,M80869D,"Other osteoporosis with current pathological fracture, unspecified lower leg, subsequent encounter for fracture with routine healing",2,2024,false,
899,19,active,2024-03-18,,M80869G,"Other osteoporosis with current pathological fracture, unspecified lower leg, subsequent encounter for fracture with delayed healing",2,2024,false,
900,19,active,2024-03-18,,M80869K,"Other osteoporosis with current pathological fracture, unspecified lower leg, subsequent encounter for fracture with nonunion",2,2024,false,
901,19,active,2024-03-18,,M80869P,"Other osteoporosis with current pathological fracture, unspecified lower leg, subsequent encounter for fracture with malunion",2,2024,false,
902,19,active,2024-03-18,,M80869S,"Other osteoporosis with current pathological fracture, unspecified lower leg, sequela",2,2024,false,
903,19,active,2024-03-18,,M8087,"Other osteoporosis with current pathological fracture, ankle and foot",2,2024,false,
904,19,active,2024-03-18,,M80871,"Other osteoporosis with current pathological fracture, right ankle and foot",2,2024,false,
905,19,active,2024-03-18,,M80871A,"Other osteoporosis with current pathological fracture, right ankle and foot, initial encounter for fracture",2,2024,false,
906,19,active,2024-03-18,,M80871D,"Other osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with routine healing",2,2024,false,
907,19,active,2024-03-18,,M80871G,"Other osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with delayed healing",2,2024,false,
908,19,active,2024-03-18,,M80871K,"Other osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with nonunion",2,2024,false,
909,19,active,2024-03-18,,M80871P,"Other osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with malunion",2,2024,false,
910,19,active,2024-03-18,,M80871S,"Other osteoporosis with current pathological fracture, right ankle and foot, sequela",2,2024,false,
911,19,active,2024-03-18,,M80872,"Other osteoporosis with current pathological fracture, left ankle and foot",2,2024,false,
912,19,active,2024-03-18,,M80872A,"Other osteoporosis with current pathological fracture, left ankle and foot, initial encounter for fracture",2,2024,false,
913,19,active,2024-03-18,,M80872D,"Other osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with routine healing",2,2024,false,
914,19,active,2024-03-18,,M80872G,"Other osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with delayed healing",2,2024,false,
915,19,active,2024-03-18,,M80872K,"Other osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with nonunion",2,2024,false,
916,19,active,2024-03-18,,M80872P,"Other osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with malunion",2,2024,false,
917,19,active,2024-03-18,,M80872S,"Other osteoporosis with current pathological fracture, left ankle and foot, sequela",2,2024,false,
918,19,active,2024-03-18,,M80879,"Other osteoporosis with current pathological fracture, unspecified ankle and foot",2,2024,false,
919,19,active,2024-03-18,,M80879A,"Other osteoporosis with current pathological fracture, unspecified ankle and foot, initial encounter for fracture",2,2024,false,
920,19,active,2024-03-18,,M80879D,"Other osteoporosis with current pathological fracture, unspecified ankle and foot, subsequent encounter for fracture with routine healing",2,2024,false,
921,19,active,2024-03-18,,M80879G,"Other osteoporosis with current pathological fracture, unspecified ankle and foot, subsequent encounter for fracture with delayed healing",2,2024,false,
922,19,active,2024-03-18,,M80879K,"Other osteoporosis with current pathological fracture, unspecified ankle and foot, subsequent encounter for fracture with nonunion",2,2024,false,
923,19,active,2024-03-18,,M80879P,"Other osteoporosis with current pathological fracture, unspecified ankle and foot, subsequent encounter for fracture with malunion",2,2024,false,
924,19,active,2024-03-18,,M80879S,"Other osteoporosis with current pathological fracture, unspecified ankle and foot, sequela",2,2024,false,
925,19,active,2024-03-18,,M8088,"Other osteoporosis with current pathological fracture, vertebra(e)",2,2024,false,
926,19,active,2024-03-18,,M8088XA,"Other osteoporosis with current pathological fracture, vertebra(e), initial encounter for fracture",2,2024,false,
927,19,active,2024-03-18,,M8088XD,"Other osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with routine healing",2,2024,false,
928,19,active,2024-03-18,,M8088XG,"Other osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with delayed healing",2,2024,false,
929,19,active,2024-03-18,,M8088XK,"Other osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with nonunion",2,2024,false,
930,19,active,2024-03-18,,M8088XP,"Other osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with malunion",2,2024,false,
931,19,active,2024-03-18,,M8088XS,"Other osteoporosis with current pathological fracture, vertebra(e), sequela",2,2024,false,
932,19,active,2024-03-18,,M808A,"Other osteoporosis with current pathological fracture, other site",2,2024,false,
933,19,active,2024-03-18,,M808AXA,"Other osteoporosis with current pathological fracture, other site, initial encounter for fracture",2,2024,false,
934,19,active,2024-03-18,,M808AXD,"Other osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with routine healing",2,2024,false,
935,19,active,2024-03-18,,M808AXG,"Other osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with delayed healing",2,2024,false,
936,19,active,2024-03-18,,M808AXK,"Other osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with nonunion",2,2024,false,
937,19,active,2024-03-18,,M808AXP,"Other osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with malunion",2,2024,false,
938,19,active,2024-03-18,,M808AXS,"Other osteoporosis with current pathological fracture, other site, sequela",2,2024,false,
939,19,active,2024-03-18,,M808B,"Other osteoporosis with current pathological fracture, pelvis",2,2024,false,
940,19,active,2024-03-18,,M808B1,"Other osteoporosis with current pathological fracture, right pelvis",2,2024,false,
941,19,active,2024-03-18,,M808B1A,"Other osteoporosis with current pathological fracture, right pelvis, initial encounter for fracture",2,2024,false,
942,19,active,2024-03-18,,M808B1D,"Other osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with routine healing",2,2024,false,
943,19,active,2024-03-18,,M808B1G,"Other osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with delayed healing",2,2024,false,
944,19,active,2024-03-18,,M808B1K,"Other osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with nonunion",2,2024,false,
945,19,active,2024-03-18,,M808B1P,"Other osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with malunion",2,2024,false,
946,19,active,2024-03-18,,M808B1S,"Other osteoporosis with current pathological fracture, right pelvis, sequela",2,2024,false,
947,19,active,2024-03-18,,M808B2,"Other osteoporosis with current pathological fracture, left pelvis",2,2024,false,
948,19,active,2024-03-18,,M808B2A,"Other osteoporosis with current pathological fracture, left pelvis, initial encounter for fracture",2,2024,false,
949,19,active,2024-03-18,,M808B2D,"Other osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with routine healing",2,2024,false,
950,19,active,2024-03-18,,M808B2G,"Other osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with delayed healing",2,2024,false,
951,19,active,2024-03-18,,M808B2K,"Other osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with nonunion",2,2024,false,
952,19,active,2024-03-18,,M808B2P,"Other osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with malunion",2,2024,false,
953,19,active,2024-03-18,,M808B2S,"Other osteoporosis with current pathological fracture, left pelvis, sequela",2,2024,false,
954,19,active,2024-03-18,,M808B9,"Other osteoporosis with current pathological fracture, unspecified pelvis",2,2024,false,
955,19,active,2024-03-18,,M808B9A,"Other osteoporosis with current pathological fracture, unspecified pelvis, initial encounter for fracture",2,2024,false,
956,19,active,2024-03-18,,M808B9D,"Other osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with routine healing",2,2024,false,
957,19,active,2024-03-18,,M808B9G,"Other osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with delayed healing",2,2024,false,
958,19,active,2024-03-18,,M808B9K,"Other osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with nonunion",2,2024,false,
959,19,active,2024-03-18,,M808B9P,"Other osteoporosis with current pathological fracture, unspecified pelvis, subsequent encounter for fracture with malunion",2,2024,false,
960,19,active,2024-03-18,,M808B9S,"Other osteoporosis with current pathological fracture, unspecified pelvis, sequela",2,2024,false,
961,19,active,2024-03-18,,M81,Osteoporosis without current pathological fracture,2,2024,false,
962,19,active,2024-03-18,,M810,Age-related osteoporosis without current pathological fracture,2,2024,false,
963,19,active,2024-03-18,,M816,Localized osteoporosis [Lequesne],2,2024,false,
964,19,active,2024-03-18,,M818,Other osteoporosis without current pathological fracture,2,2024,false,
965,19,active,2024-03-18,,Z87310,Personal history of (healed) osteoporosis fracture,2,2024,false,
966,20,active,2024-03-18,,I8221,Embolism and thrombosis of superior vena cava,2,2024,false,
967,20,active,2024-03-18,,I82210,Acute embolism and thrombosis of superior vena cava,2,2024,false,
968,20,active,2024-03-18,,I82211,Chronic embolism and thrombosis of superior vena cava,2,2024,false,
969,20,active,2024-03-18,,I822,Embolism and thrombosis of vena cava and other thoracic veins,2,2024,false,
970,20,active,2024-03-18,,I8222,Embolism and thrombosis of inferior vena cava,2,2024,false,
971,20,active,2024-03-18,,I82220,Acute embolism and thrombosis of inferior vena cava,2,2024,false,
972,20,active,2024-03-18,,I82221,Chronic embolism and thrombosis of inferior vena cava,2,2024,false,
973,20,active,2024-03-18,,I8229,Embolism and thrombosis of other thoracic veins,2,2024,false,
974,20,active,2024-03-18,,I82290,Acute embolism and thrombosis of other thoracic veins,2,2024,false,
975,20,active,2024-03-18,,I82291,Chronic embolism and thrombosis of other thoracic veins,2,2024,false,
976,20,active,2024-03-18,,I823,Embolism and thrombosis of renal vein,2,2024,false,
977,20,active,2024-03-18,,I824,Acute embolism and thrombosis of deep veins of lower extremity,2,2024,false,
978,20,active,2024-03-18,,I8240,Acute embolism and thrombosis of unspecified deep veins of lower extremity,2,2024,false,
979,20,active,2024-03-18,,I82401,Acute embolism and thrombosis of unspecified deep veins of right lower extremity,2,2024,false,
980,20,active,2024-03-18,,I82402,Acute embolism and thrombosis of unspecified deep veins of left lower extremity,2,2024,false,
981,20,active,2024-03-18,,I82403,"Acute embolism and thrombosis of unspecified deep veins of lower extremity, bilateral",2,2024,false,
982,20,active,2024-03-18,,I82409,Acute embolism and thrombosis of unspecified deep veins of unspecified lower extremity,2,2024,false,
983,20,active,2024-03-18,,I8241,Acute embolism and thrombosis of femoral vein,2,2024,false,
984,20,active,2024-03-18,,I82411,Acute embolism and thrombosis of right femoral vein,2,2024,false,
985,20,active,2024-03-18,,I82412,Acute embolism and thrombosis of left femoral vein,2,2024,false,
986,20,active,2024-03-18,,I82413,"Acute embolism and thrombosis of femoral vein, bilateral",2,2024,false,
987,20,active,2024-03-18,,I82419,Acute embolism and thrombosis of unspecified femoral vein,2,2024,false,
988,20,active,2024-03-18,,I8242,Acute embolism and thrombosis of iliac vein,2,2024,false,
989,20,active,2024-03-18,,I82421,Acute embolism and thrombosis of right iliac vein,2,2024,false,
990,20,active,2024-03-18,,I82422,Acute embolism and thrombosis of left iliac vein,2,2024,false,
991,20,active,2024-03-18,,I82423,"Acute embolism and thrombosis of iliac vein, bilateral",2,2024,false,
992,20,active,2024-03-18,,I82429,Acute embolism and thrombosis of unspecified iliac vein,2,2024,false,
993,20,active,2024-03-18,,I8243,Acute embolism and thrombosis of popliteal vein,2,2024,false,
994,20,active,2024-03-18,,I82431,Acute embolism and thrombosis of right popliteal vein,2,2024,false,
995,20,active,2024-03-18,,I82432,Acute embolism and thrombosis of left popliteal vein,2,2024,false,
996,20,active,2024-03-18,,I82433,"Acute embolism and thrombosis of popliteal vein, bilateral",2,2024,false,
997,20,active,2024-03-18,,I82439,Acute embolism and thrombosis of unspecified popliteal vein,2,2024,false,
998,20,active,2024-03-18,,I8244,Acute embolism and thrombosis of tibial vein,2,2024,false,
999,20,active,2024-03-18,,I82441,Acute embolism and thrombosis of right tibial vein,2,2024,false,
1000,20,active,2024-03-18,,I82442,Acute embolism and thrombosis of left tibial vein,2,2024,false,
1001,20,active,2024-03-18,,I82443,"Acute embolism and thrombosis of tibial vein, bilateral",2,2024,false,
1002,20,active,2024-03-18,,I82449,Acute embolism and thrombosis of unspecified tibial vein,2,2024,false,
1003,20,active,2024-03-18,,I8245,Acute embolism and thrombosis of peroneal vein,2,2024,false,
1004,20,active,2024-03-18,,I82451,Acute embolism and thrombosis of right peroneal vein,2,2024,false,
1005,20,active,2024-03-18,,I82452,Acute embolism and thrombosis of left peroneal vein,2,2024,false,
1006,20,active,2024-03-18,,I82453,"Acute embolism and thrombosis of peroneal vein, bilateral",2,2024,false,
1007,20,active,2024-03-18,,I82459,Acute embolism and thrombosis of unspecified peroneal vein,2,2024,false,
1008,20,active,2024-03-18,,I8246,Acute embolism and thrombosis of calf muscular vein,2,2024,false,
1009,20,active,2024-03-18,,I82461,Acute embolism and thrombosis of right calf muscular vein,2,2024,false,
1010,20,active,2024-03-18,,I82462,Acute embolism and thrombosis of left calf muscular vein,2,2024,false,
1011,20,active,2024-03-18,,I82463,"Acute embolism and thrombosis of calf muscular vein, bilateral",2,2024,false,
1012,20,active,2024-03-18,,I82469,Acute embolism and thrombosis of unspecified calf muscular vein,2,2024,false,
1013,20,active,2024-03-18,,I8249,Acute embolism and thrombosis of other specified deep vein of lower extremity,2,2024,false,
1014,20,active,2024-03-18,,I82491,Acute embolism and thrombosis of other specified deep vein of right lower extremity,2,2024,false,
1015,20,active,2024-03-18,,I82492,Acute embolism and thrombosis of other specified deep vein of left lower extremity,2,2024,false,
1016,20,active,2024-03-18,,I82493,"Acute embolism and thrombosis of other specified deep vein of lower extremity, bilateral",2,2024,false,
1017,20,active,2024-03-18,,I82499,Acute embolism and thrombosis of other specified deep vein of unspecified lower extremity,2,2024,false,
1018,20,active,2024-03-18,,I824Y,Acute embolism and thrombosis of unspecified deep veins of proximal lower extremity,2,2024,false,
1019,20,active,2024-03-18,,I824Y1,Acute embolism and thrombosis of unspecified deep veins of right proximal lower extremity,2,2024,false,
1020,20,active,2024-03-18,,I824Y2,Acute embolism and thrombosis of unspecified deep veins of left proximal lower extremity,2,2024,false,
1021,20,active,2024-03-18,,I824Y3,"Acute embolism and thrombosis of unspecified deep veins of proximal lower extremity, bilateral",2,2024,false,
1022,20,active,2024-03-18,,I824Y9,Acute embolism and thrombosis of unspecified deep veins of unspecified proximal lower extremity,2,2024,false,
1023,20,active,2024-03-18,,I824Z,Acute embolism and thrombosis of unspecified deep veins of distal lower extremity,2,2024,false,
1024,20,active,2024-03-18,,I824Z1,Acute embolism and thrombosis of unspecified deep veins of right distal lower extremity,2,2024,false,
1025,20,active,2024-03-18,,I824Z2,Acute embolism and thrombosis of unspecified deep veins of left distal lower extremity,2,2024,false,
1026,20,active,2024-03-18,,I824Z3,"Acute embolism and thrombosis of unspecified deep veins of distal lower extremity, bilateral",2,2024,false,
1027,20,active,2024-03-18,,I824Z9,Acute embolism and thrombosis of unspecified deep veins of unspecified distal lower extremity,2,2024,false,
1028,20,active,2024-03-18,,I825,Chronic embolism and thrombosis of deep veins of lower extremity,2,2024,false,
1029,20,active,2024-03-18,,I8250,Chronic embolism and thrombosis of unspecified deep veins of lower extremity,2,2024,false,
1030,20,active,2024-03-18,,I82501,Chronic embolism and thrombosis of unspecified deep veins of right lower extremity,2,2024,false,
1031,20,active,2024-03-18,,I82502,Chronic embolism and thrombosis of unspecified deep veins of left lower extremity,2,2024,false,
1032,20,active,2024-03-18,,I82503,"Chronic embolism and thrombosis of unspecified deep veins of lower extremity, bilateral",2,2024,false,
1033,20,active,2024-03-18,,I82509,Chronic embolism and thrombosis of unspecified deep veins of unspecified lower extremity,2,2024,false,
1034,20,active,2024-03-18,,I8251,Chronic embolism and thrombosis of femoral vein,2,2024,false,
1035,20,active,2024-03-18,,I82511,Chronic embolism and thrombosis of right femoral vein,2,2024,false,
1036,20,active,2024-03-18,,I82512,Chronic embolism and thrombosis of left femoral vein,2,2024,false,
1037,20,active,2024-03-18,,I82513,"Chronic embolism and thrombosis of femoral vein, bilateral",2,2024,false,
1038,20,active,2024-03-18,,I82519,Chronic embolism and thrombosis of unspecified femoral vein,2,2024,false,
1039,20,active,2024-03-18,,I8252,Chronic embolism and thrombosis of iliac vein,2,2024,false,
1040,20,active,2024-03-18,,I82521,Chronic embolism and thrombosis of right iliac vein,2,2024,false,
1041,20,active,2024-03-18,,I82522,Chronic embolism and thrombosis of left iliac vein,2,2024,false,
1042,20,active,2024-03-18,,I82523,"Chronic embolism and thrombosis of iliac vein, bilateral",2,2024,false,
1043,20,active,2024-03-18,,I82529,Chronic embolism and thrombosis of unspecified iliac vein,2,2024,false,
1044,20,active,2024-03-18,,I8253,Chronic embolism and thrombosis of popliteal vein,2,2024,false,
1045,20,active,2024-03-18,,I82531,Chronic embolism and thrombosis of right popliteal vein,2,2024,false,
1046,20,active,2024-03-18,,I82532,Chronic embolism and thrombosis of left popliteal vein,2,2024,false,
1047,20,active,2024-03-18,,I82533,"Chronic embolism and thrombosis of popliteal vein, bilateral",2,2024,false,
1048,20,active,2024-03-18,,I82539,Chronic embolism and thrombosis of unspecified popliteal vein,2,2024,false,
1049,20,active,2024-03-18,,I8254,Chronic embolism and thrombosis of tibial vein,2,2024,false,
1050,20,active,2024-03-18,,I82541,Chronic embolism and thrombosis of right tibial vein,2,2024,false,
1051,20,active,2024-03-18,,I82542,Chronic embolism and thrombosis of left tibial vein,2,2024,false,
1052,20,active,2024-03-18,,I82543,"Chronic embolism and thrombosis of tibial vein, bilateral",2,2024,false,
1053,20,active,2024-03-18,,I82549,Chronic embolism and thrombosis of unspecified tibial vein,2,2024,false,
1054,20,active,2024-03-18,,I8255,Chronic embolism and thrombosis of peroneal vein,2,2024,false,
1055,20,active,2024-03-18,,I82551,Chronic embolism and thrombosis of right peroneal vein,2,2024,false,
1056,20,active,2024-03-18,,I82552,Chronic embolism and thrombosis of left peroneal vein,2,2024,false,
1057,20,active,2024-03-18,,I82553,"Chronic embolism and thrombosis of peroneal vein, bilateral",2,2024,false,
1058,20,active,2024-03-18,,I82559,Chronic embolism and thrombosis of unspecified peroneal vein,2,2024,false,
1059,20,active,2024-03-18,,I8256,Chronic embolism and thrombosis of calf muscular vein,2,2024,false,
1060,20,active,2024-03-18,,I82561,Chronic embolism and thrombosis of right calf muscular vein,2,2024,false,
1061,20,active,2024-03-18,,I82562,Chronic embolism and thrombosis of left calf muscular vein,2,2024,false,
1062,20,active,2024-03-18,,I82563,"Chronic embolism and thrombosis of calf muscular vein, bilateral",2,2024,false,
1063,20,active,2024-03-18,,I82569,Chronic embolism and thrombosis of unspecified calf muscular vein,2,2024,false,
1064,20,active,2024-03-18,,I8259,Chronic embolism and thrombosis of other specified deep vein of lower extremity,2,2024,false,
1065,20,active,2024-03-18,,I82591,Chronic embolism and thrombosis of other specified deep vein of right lower extremity,2,2024,false,
1066,20,active,2024-03-18,,I82592,Chronic embolism and thrombosis of other specified deep vein of left lower extremity,2,2024,false,
1067,20,active,2024-03-18,,I82593,"Chronic embolism and thrombosis of other specified deep vein of lower extremity, bilateral",2,2024,false,
1068,20,active,2024-03-18,,I82599,Chronic embolism and thrombosis of other specified deep vein of unspecified lower extremity,2,2024,false,
1069,20,active,2024-03-18,,I825Y,Chronic embolism and thrombosis of unspecified deep veins of proximal lower extremity,2,2024,false,
1070,20,active,2024-03-18,,I825Y1,Chronic embolism and thrombosis of unspecified deep veins of right proximal lower extremity,2,2024,false,
1071,20,active,2024-03-18,,I825Y2,Chronic embolism and thrombosis of unspecified deep veins of left proximal lower extremity,2,2024,false,
1072,20,active,2024-03-18,,I825Y3,"Chronic embolism and thrombosis of unspecified deep veins of proximal lower extremity, bilateral",2,2024,false,
1073,20,active,2024-03-18,,I825Y9,Chronic embolism and thrombosis of unspecified deep veins of unspecified proximal lower extremity,2,2024,false,
