condition_id,condition,condition_column_name,chronic_condition_type,condition_category,additional_logic,claims_qualification,inclusion_type,code_system,code
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C50822
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C50829
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C50911
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C50912
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C50919
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C50921
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C50922
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C50929
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D0500
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D0501
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D0502
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D0510
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D0511
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D0512
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D0580
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D0581
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D0582
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D0590
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D0591
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D0592
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,Z170
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,Z171
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,Z191
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,Z192
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,Z853
12,"Cancer, Breast",cancer_breast,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,Z86000
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C180
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C181
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C182
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C183
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C184
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C185
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C186
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C187
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C188
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C189
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C19
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C20
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C49A4
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C49A5
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D010
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D011
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D012
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,Z85030
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,Z85038
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,Z85040
13,"Cancer, Colorectal",cancer_colorectal,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,Z85048
14,"Cancer, Endometrial",cancer_endometrial,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C540
14,"Cancer, Endometrial",cancer_endometrial,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C541
14,"Cancer, Endometrial",cancer_endometrial,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C542
14,"Cancer, Endometrial",cancer_endometrial,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C543
14,"Cancer, Endometrial",cancer_endometrial,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C548
14,"Cancer, Endometrial",cancer_endometrial,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C549
14,"Cancer, Endometrial",cancer_endometrial,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D070
14,"Cancer, Endometrial",cancer_endometrial,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,Z8542
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C3400
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C3401
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C3402
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C3410
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C3411
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C3412
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C342
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C3430
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C3431
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C3432
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C3480
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C3481
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C3482
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C3490
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C3491
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C3492
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D0220
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D0221
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D0222
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,Z85110
15,"Cancer, Lung",cancer_lung,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,Z85118
16,"Cancer, Prostate",cancer_prostate,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C61
16,"Cancer, Prostate",cancer_prostate,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D075
16,"Cancer, Prostate",cancer_prostate,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,Z8546
17,"Cancer, Urologic (Kidney, Renal Pelvis, and Ureter)",cancer_urologic_kidney_renal_pelvis_and_ureter,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C641
17,"Cancer, Urologic (Kidney, Renal Pelvis, and Ureter)",cancer_urologic_kidney_renal_pelvis_and_ureter,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C642
17,"Cancer, Urologic (Kidney, Renal Pelvis, and Ureter)",cancer_urologic_kidney_renal_pelvis_and_ureter,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C649
17,"Cancer, Urologic (Kidney, Renal Pelvis, and Ureter)",cancer_urologic_kidney_renal_pelvis_and_ureter,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C651
17,"Cancer, Urologic (Kidney, Renal Pelvis, and Ureter)",cancer_urologic_kidney_renal_pelvis_and_ureter,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C652
17,"Cancer, Urologic (Kidney, Renal Pelvis, and Ureter)",cancer_urologic_kidney_renal_pelvis_and_ureter,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C659
17,"Cancer, Urologic (Kidney, Renal Pelvis, and Ureter)",cancer_urologic_kidney_renal_pelvis_and_ureter,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C661
17,"Cancer, Urologic (Kidney, Renal Pelvis, and Ureter)",cancer_urologic_kidney_renal_pelvis_and_ureter,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C662
17,"Cancer, Urologic (Kidney, Renal Pelvis, and Ureter)",cancer_urologic_kidney_renal_pelvis_and_ureter,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C669
17,"Cancer, Urologic (Kidney, Renal Pelvis, and Ureter)",cancer_urologic_kidney_renal_pelvis_and_ureter,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C688
17,"Cancer, Urologic (Kidney, Renal Pelvis, and Ureter)",cancer_urologic_kidney_renal_pelvis_and_ureter,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,C689
17,"Cancer, Urologic (Kidney, Renal Pelvis, and Ureter)",cancer_urologic_kidney_renal_pelvis_and_ureter,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D0910
17,"Cancer, Urologic (Kidney, Renal Pelvis, and Ureter)",cancer_urologic_kidney_renal_pelvis_and_ureter,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,D0919
17,"Cancer, Urologic (Kidney, Renal Pelvis, and Ureter)",cancer_urologic_kidney_renal_pelvis_and_ureter,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,Z85520
17,"Cancer, Urologic (Kidney, Renal Pelvis, and Ureter)",cancer_urologic_kidney_renal_pelvis_and_ureter,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,Z85528
17,"Cancer, Urologic (Kidney, Renal Pelvis, and Ureter)",cancer_urologic_kidney_renal_pelvis_and_ureter,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,Z8553
17,"Cancer, Urologic (Kidney, Renal Pelvis, and Ureter)",cancer_urologic_kidney_renal_pelvis_and_ureter,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,Z8554
17,"Cancer, Urologic (Kidney, Renal Pelvis, and Ureter)",cancer_urologic_kidney_renal_pelvis_and_ureter,Common,Cancer,None,At least 1 inpatient/SNF claim OR 2 HOP/carrier claims with DX codes,Include,ICD-10-CM,Z8559
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,E0836
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,E0936
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,E1036
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,E1136
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,E1336
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25011
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25012
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25013
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25019
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25031
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25032
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25033
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25039
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25041
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25042
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25043
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25049
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25091
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25092
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25093
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25099
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H2510
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H2511
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H2512
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H2513
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H2520
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H2521
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H2522
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H2523
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25811
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25812
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25813
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H25819
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H2589
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H259
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26001
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26002
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26003
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26009
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26011
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26012
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26013
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26019
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26031
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26032
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26033
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26039
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26041
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26042
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26043
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26049
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26051
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26052
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26053
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26059
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26061
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26062
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26063
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26069
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H2609
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26101
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26102
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26103
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26109
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26111
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26112
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26113
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26119
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26121
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26122
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26123
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26129
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26131
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26132
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26133
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26139
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H2620
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26211
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26212
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26213
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26219
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26221
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26222
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26223
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26229
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H2630
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H2631
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H2632
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H2633
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H2640
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26411
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26412
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26413
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26419
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26491
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26492
18,Cataract,cataract,Common,Other,None,At least 1 HOP or carrier claim with DX codes,Include,ICD-10-CM,H26493
