"data_quality_category","graph_name","level_of_detail","y_axis_description","x_axis_description","filter_description","sum_description","y_axis","x_axis","chart_filter","value"
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2018-10-01 00:00:00.000","2018-10-01 00:00:00.000","2018-01-01 00:00:00.000",26163.279722247273
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2017-03-01 00:00:00.000","2017-03-01 00:00:00.000","2017-01-01 00:00:00.000",48929.859867587686
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2017-08-01 00:00:00.000","2017-08-01 00:00:00.000","2017-01-01 00:00:00.000",40245.029997199774
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2015-03-01 00:00:00.000","2015-03-01 00:00:00.000","2015-01-01 00:00:00.000",16876.959842965007
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2018-12-01 00:00:00.000","2018-12-01 00:00:00.000","2018-01-01 00:00:00.000",40989.51011882909
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2018-03-01 00:00:00.000","2018-03-01 00:00:00.000","2018-01-01 00:00:00.000",45470.73951092176
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2016-11-01 00:00:00.000","2016-11-01 00:00:00.000","2016-01-01 00:00:00.000",37122.13013822399
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2015-05-01 00:00:00.000","2015-05-01 00:00:00.000","2015-01-01 00:00:00.000",39017.859683416784
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2017-05-01 00:00:00.000","2017-05-01 00:00:00.000","2017-01-01 00:00:00.000",108581.08049968258
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2016-05-01 00:00:00.000","2016-05-01 00:00:00.000","2016-01-01 00:00:00.000",84350.07759755291
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2017-02-01 00:00:00.000","2017-02-01 00:00:00.000","2017-01-01 00:00:00.000",22274.04973255098
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2016-03-01 00:00:00.000","2016-03-01 00:00:00.000","2016-01-01 00:00:00.000",19933.739896837622
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2018-09-01 00:00:00.000","2018-09-01 00:00:00.000","2018-01-01 00:00:00.000",53972.51007036865
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2015-07-01 00:00:00.000","2015-07-01 00:00:00.000","2015-01-01 00:00:00.000",25880.959953187034
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2017-11-01 00:00:00.000","2017-11-01 00:00:00.000","2017-01-01 00:00:00.000",31744.73009189777
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2018-04-01 00:00:00.000","2018-04-01 00:00:00.000","2018-01-01 00:00:00.000",22730.839599927887
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2015-08-01 00:00:00.000","2015-08-01 00:00:00.000","2015-01-01 00:00:00.000",41535.58063839376
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2018-08-01 00:00:00.000","2018-08-01 00:00:00.000","2018-01-01 00:00:00.000",40247.57990983501
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2017-07-01 00:00:00.000","2017-07-01 00:00:00.000","2017-01-01 00:00:00.000",15769.319972716272
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2016-10-01 00:00:00.000","2016-10-01 00:00:00.000","2016-01-01 00:00:00.000",21909.879979830235
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2016-09-01 00:00:00.000","2016-09-01 00:00:00.000","2016-01-01 00:00:00.000",24751.59982405044
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2017-01-01 00:00:00.000","2017-01-01 00:00:00.000","2017-01-01 00:00:00.000",39839.91972851753
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2015-04-01 00:00:00.000","2015-04-01 00:00:00.000","2015-01-01 00:00:00.000",63675.7004357595
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2018-01-01 00:00:00.000","2018-01-01 00:00:00.000","2018-01-01 00:00:00.000",32854.199882522225
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2018-06-01 00:00:00.000","2018-06-01 00:00:00.000","2018-01-01 00:00:00.000",30163.280394507572
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2018-11-01 00:00:00.000","2018-11-01 00:00:00.000","2018-01-01 00:00:00.000",35926.82024404965
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2014-11-01 00:00:00.000","2014-11-01 00:00:00.000","2014-01-01 00:00:00.000",37490.89994069189
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2018-02-01 00:00:00.000","2018-02-01 00:00:00.000","2018-01-01 00:00:00.000",36207.11991835572
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2017-09-01 00:00:00.000","2017-09-01 00:00:00.000","2017-01-01 00:00:00.000",17760.920032482594
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2017-10-01 00:00:00.000","2017-10-01 00:00:00.000","2017-01-01 00:00:00.000",19980.909822180867
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2015-09-01 00:00:00.000","2015-09-01 00:00:00.000","2015-01-01 00:00:00.000",32571.97048586607
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2015-02-01 00:00:00.000","2015-02-01 00:00:00.000","2015-01-01 00:00:00.000",30134.60995771177
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2016-02-01 00:00:00.000","2016-02-01 00:00:00.000","2016-01-01 00:00:00.000",20121.139693502337
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2016-04-01 00:00:00.000","2016-04-01 00:00:00.000","2016-01-01 00:00:00.000",54644.929271483794
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2014-09-01 00:00:00.000","2014-09-01 00:00:00.000","2014-01-01 00:00:00.000",10255.2598097343
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2014-10-01 00:00:00.000","2014-10-01 00:00:00.000","2014-01-01 00:00:00.000",33524.21958670765
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2015-06-01 00:00:00.000","2015-06-01 00:00:00.000","2015-01-01 00:00:00.000",6839.800048490986
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2016-07-01 00:00:00.000","2016-07-01 00:00:00.000","2016-01-01 00:00:00.000",14627.920057805255
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2015-11-01 00:00:00.000","2015-11-01 00:00:00.000","2015-01-01 00:00:00.000",34448.870172707364
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2015-12-01 00:00:00.000","2015-12-01 00:00:00.000","2015-01-01 00:00:00.000",34249.94952947833
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2017-12-01 00:00:00.000","2017-12-01 00:00:00.000","2017-01-01 00:00:00.000",21494.28983688727
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2015-10-01 00:00:00.000","2015-10-01 00:00:00.000","2015-01-01 00:00:00.000",49291.50030278601
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2014-12-01 00:00:00.000","2014-12-01 00:00:00.000","2014-01-01 00:00:00.000",19505.12976120971
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2016-01-01 00:00:00.000","2016-01-01 00:00:00.000","2016-01-01 00:00:00.000",33320.28985219449
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2016-08-01 00:00:00.000","2016-08-01 00:00:00.000","2016-01-01 00:00:00.000",54636.51857413724
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2015-01-01 00:00:00.000","2015-01-01 00:00:00.000","2015-01-01 00:00:00.000",42271.11985553615
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2017-06-01 00:00:00.000","2017-06-01 00:00:00.000","2017-01-01 00:00:00.000",10013.870187273249
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2017-04-01 00:00:00.000","2017-04-01 00:00:00.000","2017-01-01 00:00:00.000",26680.01021660492
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2018-07-01 00:00:00.000","2018-07-01 00:00:00.000","2018-01-01 00:00:00.000",32121.78012738563
"timeliness","pharmacy_paid_amount_vs_dispensing_date_matrix","month","dispensing_date","paid_date","year","total_paid_amount","2016-06-01 00:00:00.000","2016-06-01 00:00:00.000","2016-01-01 00:00:00.000",33308.759943587705
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2015-08-01 00:00:00.000","2015-08-01 00:00:00.000","2015-01-01 00:00:00.000",143.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2018-04-01 00:00:00.000","2018-04-01 00:00:00.000","2018-01-01 00:00:00.000",94.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2016-03-01 00:00:00.000","2016-03-01 00:00:00.000","2016-01-01 00:00:00.000",70.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2015-07-01 00:00:00.000","2015-07-01 00:00:00.000","2015-01-01 00:00:00.000",92.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2017-11-01 00:00:00.000","2017-11-01 00:00:00.000","2017-01-01 00:00:00.000",104.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2018-09-01 00:00:00.000","2018-09-01 00:00:00.000","2018-01-01 00:00:00.000",169.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2016-04-01 00:00:00.000","2016-04-01 00:00:00.000","2016-01-01 00:00:00.000",111.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2014-09-01 00:00:00.000","2014-09-01 00:00:00.000","2014-01-01 00:00:00.000",43.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2016-02-01 00:00:00.000","2016-02-01 00:00:00.000","2016-01-01 00:00:00.000",92.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2016-11-01 00:00:00.000","2016-11-01 00:00:00.000","2016-01-01 00:00:00.000",97.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2018-12-01 00:00:00.000","2018-12-01 00:00:00.000","2018-01-01 00:00:00.000",101.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2018-03-01 00:00:00.000","2018-03-01 00:00:00.000","2018-01-01 00:00:00.000",97.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2015-06-01 00:00:00.000","2015-06-01 00:00:00.000","2015-01-01 00:00:00.000",78.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2014-10-01 00:00:00.000","2014-10-01 00:00:00.000","2014-01-01 00:00:00.000",98.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2018-08-01 00:00:00.000","2018-08-01 00:00:00.000","2018-01-01 00:00:00.000",107.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2017-09-01 00:00:00.000","2017-09-01 00:00:00.000","2017-01-01 00:00:00.000",114.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2018-02-01 00:00:00.000","2018-02-01 00:00:00.000","2018-01-01 00:00:00.000",95.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2018-05-01 00:00:00.000","2018-05-01 00:00:00.000","2018-01-01 00:00:00.000",142.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2015-03-01 00:00:00.000","2015-03-01 00:00:00.000","2015-01-01 00:00:00.000",58.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2017-03-01 00:00:00.000","2017-03-01 00:00:00.000","2017-01-01 00:00:00.000",113.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2018-10-01 00:00:00.000","2018-10-01 00:00:00.000","2018-01-01 00:00:00.000",97.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2017-08-01 00:00:00.000","2017-08-01 00:00:00.000","2017-01-01 00:00:00.000",112.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2016-12-01 00:00:00.000","2016-12-01 00:00:00.000","2016-01-01 00:00:00.000",117.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2018-06-01 00:00:00.000","2018-06-01 00:00:00.000","2018-01-01 00:00:00.000",93.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2018-01-01 00:00:00.000","2018-01-01 00:00:00.000","2018-01-01 00:00:00.000",94.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2014-11-01 00:00:00.000","2014-11-01 00:00:00.000","2014-01-01 00:00:00.000",110.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2018-11-01 00:00:00.000","2018-11-01 00:00:00.000","2018-01-01 00:00:00.000",96.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2015-04-01 00:00:00.000","2015-04-01 00:00:00.000","2015-01-01 00:00:00.000",144.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2016-09-01 00:00:00.000","2016-09-01 00:00:00.000","2016-01-01 00:00:00.000",127.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2016-10-01 00:00:00.000","2016-10-01 00:00:00.000","2016-01-01 00:00:00.000",79.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2017-01-01 00:00:00.000","2017-01-01 00:00:00.000","2017-01-01 00:00:00.000",77.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2017-07-01 00:00:00.000","2017-07-01 00:00:00.000","2017-01-01 00:00:00.000",81.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2017-10-01 00:00:00.000","2017-10-01 00:00:00.000","2017-01-01 00:00:00.000",67.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2015-09-01 00:00:00.000","2015-09-01 00:00:00.000","2015-01-01 00:00:00.000",114.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2015-02-01 00:00:00.000","2015-02-01 00:00:00.000","2015-01-01 00:00:00.000",77.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2017-06-01 00:00:00.000","2017-06-01 00:00:00.000","2017-01-01 00:00:00.000",101.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2017-04-01 00:00:00.000","2017-04-01 00:00:00.000","2017-01-01 00:00:00.000",92.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2018-07-01 00:00:00.000","2018-07-01 00:00:00.000","2018-01-01 00:00:00.000",86.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2016-06-01 00:00:00.000","2016-06-01 00:00:00.000","2016-01-01 00:00:00.000",91.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2017-02-01 00:00:00.000","2017-02-01 00:00:00.000","2017-01-01 00:00:00.000",74.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2016-05-01 00:00:00.000","2016-05-01 00:00:00.000","2016-01-01 00:00:00.000",114.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2015-05-01 00:00:00.000","2015-05-01 00:00:00.000","2015-01-01 00:00:00.000",110.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2017-05-01 00:00:00.000","2017-05-01 00:00:00.000","2017-01-01 00:00:00.000",130.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2015-12-01 00:00:00.000","2015-12-01 00:00:00.000","2015-01-01 00:00:00.000",124.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2017-12-01 00:00:00.000","2017-12-01 00:00:00.000","2017-01-01 00:00:00.000",99.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2015-10-01 00:00:00.000","2015-10-01 00:00:00.000","2015-01-01 00:00:00.000",97.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2015-11-01 00:00:00.000","2015-11-01 00:00:00.000","2015-01-01 00:00:00.000",137.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2016-07-01 00:00:00.000","2016-07-01 00:00:00.000","2016-01-01 00:00:00.000",72.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2016-08-01 00:00:00.000","2016-08-01 00:00:00.000","2016-01-01 00:00:00.000",149.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2014-12-01 00:00:00.000","2014-12-01 00:00:00.000","2014-01-01 00:00:00.000",86.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2016-01-01 00:00:00.000","2016-01-01 00:00:00.000","2016-01-01 00:00:00.000",70.0
"timeliness","pharmacy_claim_count_vs_dispensing_date_matrix","month","dispensing_date","paid_date","paid_year","unique_number_of_claims","2015-01-01 00:00:00.000","2015-01-01 00:00:00.000","2015-01-01 00:00:00.000",95.0
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2015-05-01 00:00:00.000","2015-01-01 00:00:00.000",39017.859683416784
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2015-02-01 00:00:00.000","2015-01-01 00:00:00.000",30134.60995771177
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2015-01-01 00:00:00.000","2015-01-01 00:00:00.000",42271.11985553615
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2018-05-01 00:00:00.000","2018-01-01 00:00:00.000",100323.13036593795
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2018-12-01 00:00:00.000","2018-01-01 00:00:00.000",40989.51011882909
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2018-01-01 00:00:00.000","2018-01-01 00:00:00.000",32854.199882522225
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2016-03-01 00:00:00.000","2016-01-01 00:00:00.000",19933.739896837622
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2018-11-01 00:00:00.000","2018-01-01 00:00:00.000",35926.82024404965
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2014-11-01 00:00:00.000","2014-01-01 00:00:00.000",37490.89994069189
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2016-11-01 00:00:00.000","2016-01-01 00:00:00.000",37122.13013822399
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2016-06-01 00:00:00.000","2016-01-01 00:00:00.000",33308.759943587705
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2016-08-01 00:00:00.000","2016-01-01 00:00:00.000",54636.51857413724
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2017-12-01 00:00:00.000","2017-01-01 00:00:00.000",21494.28983688727
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2018-08-01 00:00:00.000","2018-01-01 00:00:00.000",40247.57990983501
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2016-10-01 00:00:00.000","2016-01-01 00:00:00.000",21909.879979830235
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2018-10-01 00:00:00.000","2018-01-01 00:00:00.000",26163.279722247273
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2018-03-01 00:00:00.000","2018-01-01 00:00:00.000",45470.73951092176
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2017-08-01 00:00:00.000","2017-01-01 00:00:00.000",40245.029997199774
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2015-06-01 00:00:00.000","2015-01-01 00:00:00.000",6839.800048490986
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2017-01-01 00:00:00.000","2017-01-01 00:00:00.000",39839.91972851753
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2017-07-01 00:00:00.000","2017-01-01 00:00:00.000",15769.319972716272
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2018-02-01 00:00:00.000","2018-01-01 00:00:00.000",36207.11991835572
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2016-01-01 00:00:00.000","2016-01-01 00:00:00.000",33320.28985219449
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2016-02-01 00:00:00.000","2016-01-01 00:00:00.000",20121.139693502337
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2017-09-01 00:00:00.000","2017-01-01 00:00:00.000",17760.920032482594
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2017-03-01 00:00:00.000","2017-01-01 00:00:00.000",48929.859867587686
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2015-04-01 00:00:00.000","2015-01-01 00:00:00.000",63675.7004357595
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2018-07-01 00:00:00.000","2018-01-01 00:00:00.000",32121.78012738563
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2014-09-01 00:00:00.000","2014-01-01 00:00:00.000",10255.2598097343
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2016-07-01 00:00:00.000","2016-01-01 00:00:00.000",14627.920057805255
