hcpcs_code,ccs_category,ccs_category_description
C9769,118,"Other OR therapeutic procedures, male genital"
58661,119,"Oophorectomy, unilateral and bilateral"
58720,119,"Oophorectomy, unilateral and bilateral"
58940,119,"Oophorectomy, unilateral and bilateral"
58943,119,"Oophorectomy, unilateral and bilateral"
58950,119,"Oophorectomy, unilateral and bilateral"
58952,119,"Oophorectomy, unilateral and bilateral"
58740,120,Other operations on ovary
58800,120,Other operations on ovary
58805,120,Other operations on ovary
58820,120,Other operations on ovary
58822,120,Other operations on ovary
58825,120,Other operations on ovary
58920,120,Other operations on ovary
58925,120,Other operations on ovary
58970,120,Other operations on ovary
0567T,121,Ligation of fallopian tubes
58600,121,Ligation of fallopian tubes
58605,121,Ligation of fallopian tubes
58611,121,Ligation of fallopian tubes
58615,121,Ligation of fallopian tubes
58670,121,Ligation of fallopian tubes
58671,121,Ligation of fallopian tubes
59120,122,Removal of ectopic pregnancy
59121,122,Removal of ectopic pregnancy
59130,122,Removal of ectopic pregnancy
59136,122,Removal of ectopic pregnancy
59140,122,Removal of ectopic pregnancy
59150,122,Removal of ectopic pregnancy
59151,122,Removal of ectopic pregnancy
58345,123,Other operations on fallopian tubes
58350,123,Other operations on fallopian tubes
58565,123,Other operations on fallopian tubes
58672,123,Other operations on fallopian tubes
58700,123,Other operations on fallopian tubes
58750,123,Other operations on fallopian tubes
58752,123,Other operations on fallopian tubes
58760,123,Other operations on fallopian tubes
58770,123,Other operations on fallopian tubes
0664T,124,"Hysterectomy, abdominal and vaginal"
0665T,124,"Hysterectomy, abdominal and vaginal"
0666T,124,"Hysterectomy, abdominal and vaginal"
0667T,124,"Hysterectomy, abdominal and vaginal"
51925,124,"Hysterectomy, abdominal and vaginal"
58150,124,"Hysterectomy, abdominal and vaginal"
58152,124,"Hysterectomy, abdominal and vaginal"
58180,124,"Hysterectomy, abdominal and vaginal"
58200,124,"Hysterectomy, abdominal and vaginal"
58210,124,"Hysterectomy, abdominal and vaginal"
58240,124,"Hysterectomy, abdominal and vaginal"
58260,124,"Hysterectomy, abdominal and vaginal"
58262,124,"Hysterectomy, abdominal and vaginal"
58263,124,"Hysterectomy, abdominal and vaginal"
58267,124,"Hysterectomy, abdominal and vaginal"
58270,124,"Hysterectomy, abdominal and vaginal"
58275,124,"Hysterectomy, abdominal and vaginal"
58280,124,"Hysterectomy, abdominal and vaginal"
58285,124,"Hysterectomy, abdominal and vaginal"
58290,124,"Hysterectomy, abdominal and vaginal"
58291,124,"Hysterectomy, abdominal and vaginal"
58292,124,"Hysterectomy, abdominal and vaginal"
58294,124,"Hysterectomy, abdominal and vaginal"
58541,124,"Hysterectomy, abdominal and vaginal"
58542,124,"Hysterectomy, abdominal and vaginal"
58543,124,"Hysterectomy, abdominal and vaginal"
58544,124,"Hysterectomy, abdominal and vaginal"
58548,124,"Hysterectomy, abdominal and vaginal"
58550,124,"Hysterectomy, abdominal and vaginal"
58552,124,"Hysterectomy, abdominal and vaginal"
58553,124,"Hysterectomy, abdominal and vaginal"
58554,124,"Hysterectomy, abdominal and vaginal"
58570,124,"Hysterectomy, abdominal and vaginal"
58571,124,"Hysterectomy, abdominal and vaginal"
58572,124,"Hysterectomy, abdominal and vaginal"
58573,124,"Hysterectomy, abdominal and vaginal"
58575,124,"Hysterectomy, abdominal and vaginal"
58951,124,"Hysterectomy, abdominal and vaginal"
58953,124,"Hysterectomy, abdominal and vaginal"
58954,124,"Hysterectomy, abdominal and vaginal"
58956,124,"Hysterectomy, abdominal and vaginal"
59525,124,"Hysterectomy, abdominal and vaginal"
57461,125,Other excision of cervix and uterus
57510,125,Other excision of cervix and uterus
57511,125,Other excision of cervix and uterus
57513,125,Other excision of cervix and uterus
57520,125,Other excision of cervix and uterus
57522,125,Other excision of cervix and uterus
57530,125,Other excision of cervix and uterus
57531,125,Other excision of cervix and uterus
57540,125,Other excision of cervix and uterus
57545,125,Other excision of cervix and uterus
57550,125,Other excision of cervix and uterus
57558,125,Other excision of cervix and uterus
58140,125,Other excision of cervix and uterus
58145,125,Other excision of cervix and uterus
58146,125,Other excision of cervix and uterus
58353,125,Other excision of cervix and uterus
58356,125,Other excision of cervix and uterus
58545,125,Other excision of cervix and uterus
58546,125,Other excision of cervix and uterus
58559,125,Other excision of cervix and uterus
58560,125,Other excision of cervix and uterus
58561,125,Other excision of cervix and uterus
58563,125,Other excision of cervix and uterus
59840,126,Abortion (termination of pregnancy)
59841,126,Abortion (termination of pregnancy)
59850,126,Abortion (termination of pregnancy)
59851,126,Abortion (termination of pregnancy)
59852,126,Abortion (termination of pregnancy)
59855,126,Abortion (termination of pregnancy)
59856,126,Abortion (termination of pregnancy)
59857,126,Abortion (termination of pregnancy)
S0199,126,Abortion (termination of pregnancy)
S2260,126,Abortion (termination of pregnancy)
S2265,126,Abortion (termination of pregnancy)
S2266,126,Abortion (termination of pregnancy)
S2267,126,Abortion (termination of pregnancy)
S8055,126,Abortion (termination of pregnancy)
59160,127,"Dilatation and curettage (D&C), aspiration after delivery or abortion"
59812,127,"Dilatation and curettage (D&C), aspiration after delivery or abortion"
59820,127,"Dilatation and curettage (D&C), aspiration after delivery or abortion"
59821,127,"Dilatation and curettage (D&C), aspiration after delivery or abortion"
59830,127,"Dilatation and curettage (D&C), aspiration after delivery or abortion"
58120,128,Diagnostic dilatation and curettage (D&C)
45560,129,"Repair of cystocele and rectocele, obliteration of vaginal vault"
57120,129,"Repair of cystocele and rectocele, obliteration of vaginal vault"
57230,129,"Repair of cystocele and rectocele, obliteration of vaginal vault"
57240,129,"Repair of cystocele and rectocele, obliteration of vaginal vault"
57250,129,"Repair of cystocele and rectocele, obliteration of vaginal vault"
57260,129,"Repair of cystocele and rectocele, obliteration of vaginal vault"
57265,129,"Repair of cystocele and rectocele, obliteration of vaginal vault"
57267,129,"Repair of cystocele and rectocele, obliteration of vaginal vault"
57268,129,"Repair of cystocele and rectocele, obliteration of vaginal vault"
57270,129,"Repair of cystocele and rectocele, obliteration of vaginal vault"
57284,129,"Repair of cystocele and rectocele, obliteration of vaginal vault"
57285,129,"Repair of cystocele and rectocele, obliteration of vaginal vault"
57289,129,"Repair of cystocele and rectocele, obliteration of vaginal vault"
57423,129,"Repair of cystocele and rectocele, obliteration of vaginal vault"
57555,129,"Repair of cystocele and rectocele, obliteration of vaginal vault"
57556,129,"Repair of cystocele and rectocele, obliteration of vaginal vault"
0568T,130,"Other diagnostic procedures, female organs"
56605,130,"Other diagnostic procedures, female organs"
56606,130,"Other diagnostic procedures, female organs"
56820,130,"Other diagnostic procedures, female organs"
56821,130,"Other diagnostic procedures, female organs"
57000,130,"Other diagnostic procedures, female organs"
57100,130,"Other diagnostic procedures, female organs"
57105,130,"Other diagnostic procedures, female organs"
57410,130,"Other diagnostic procedures, female organs"
57420,130,"Other diagnostic procedures, female organs"
57421,130,"Other diagnostic procedures, female organs"
57452,130,"Other diagnostic procedures, female organs"
57454,130,"Other diagnostic procedures, female organs"
57455,130,"Other diagnostic procedures, female organs"
57456,130,"Other diagnostic procedures, female organs"
57460,130,"Other diagnostic procedures, female organs"
57465,130,"Other diagnostic procedures, female organs"
57500,130,"Other diagnostic procedures, female organs"
58100,130,"Other diagnostic procedures, female organs"
58110,130,"Other diagnostic procedures, female organs"
58340,130,"Other diagnostic procedures, female organs"
58555,130,"Other diagnostic procedures, female organs"
58558,130,"Other diagnostic procedures, female organs"
58578,130,"Other diagnostic procedures, female organs"
58579,130,"Other diagnostic procedures, female organs"
58679,130,"Other diagnostic procedures, female organs"
58900,130,"Other diagnostic procedures, female organs"
58960,130,"Other diagnostic procedures, female organs"
G0101,130,"Other diagnostic procedures, female organs"
G0123,130,"Other diagnostic procedures, female organs"
0071T,131,"Other non-OR therapeutic procedures, female organs"
0072T,131,"Other non-OR therapeutic procedures, female organs"
0404T,131,"Other non-OR therapeutic procedures, female organs"
0672T,131,"Other non-OR therapeutic procedures, female organs"
56442,131,"Other non-OR therapeutic procedures, female organs"
56501,131,"Other non-OR therapeutic procedures, female organs"
56515,131,"Other non-OR therapeutic procedures, female organs"
57020,131,"Other non-OR therapeutic procedures, female organs"
57061,131,"Other non-OR therapeutic procedures, female organs"
57065,131,"Other non-OR therapeutic procedures, female organs"
57150,131,"Other non-OR therapeutic procedures, female organs"
57155,131,"Other non-OR therapeutic procedures, female organs"
57156,131,"Other non-OR therapeutic procedures, female organs"
57160,131,"Other non-OR therapeutic procedures, female organs"
57170,131,"Other non-OR therapeutic procedures, female organs"
57180,131,"Other non-OR therapeutic procedures, female organs"
57400,131,"Other non-OR therapeutic procedures, female organs"
57800,131,"Other non-OR therapeutic procedures, female organs"
58300,131,"Other non-OR therapeutic procedures, female organs"
58301,131,"Other non-OR therapeutic procedures, female organs"
58321,131,"Other non-OR therapeutic procedures, female organs"
58322,131,"Other non-OR therapeutic procedures, female organs"
58323,131,"Other non-OR therapeutic procedures, female organs"
58346,131,"Other non-OR therapeutic procedures, female organs"
58974,131,"Other non-OR therapeutic procedures, female organs"
58999,131,"Other non-OR therapeutic procedures, female organs"
59871,131,"Other non-OR therapeutic procedures, female organs"
0581T,132,"Other OR therapeutic procedures, female organs"
19105,132,"Other OR therapeutic procedures, female organs"
46744,132,"Other OR therapeutic procedures, female organs"
46746,132,"Other OR therapeutic procedures, female organs"
46748,132,"Other OR therapeutic procedures, female organs"
55980,132,"Other OR therapeutic procedures, female organs"
56405,132,"Other OR therapeutic procedures, female organs"
56420,132,"Other OR therapeutic procedures, female organs"
56440,132,"Other OR therapeutic procedures, female organs"
56441,132,"Other OR therapeutic procedures, female organs"
56620,132,"Other OR therapeutic procedures, female organs"
56625,132,"Other OR therapeutic procedures, female organs"
56630,132,"Other OR therapeutic procedures, female organs"
56631,132,"Other OR therapeutic procedures, female organs"
56632,132,"Other OR therapeutic procedures, female organs"
56633,132,"Other OR therapeutic procedures, female organs"
56634,132,"Other OR therapeutic procedures, female organs"
56637,132,"Other OR therapeutic procedures, female organs"
56640,132,"Other OR therapeutic procedures, female organs"
56700,132,"Other OR therapeutic procedures, female organs"
56740,132,"Other OR therapeutic procedures, female organs"
56800,132,"Other OR therapeutic procedures, female organs"
56805,132,"Other OR therapeutic procedures, female organs"
56810,132,"Other OR therapeutic procedures, female organs"
57010,132,"Other OR therapeutic procedures, female organs"
57023,132,"Other OR therapeutic procedures, female organs"
57106,132,"Other OR therapeutic procedures, female organs"
57107,132,"Other OR therapeutic procedures, female organs"
57109,132,"Other OR therapeutic procedures, female organs"
57110,132,"Other OR therapeutic procedures, female organs"
57111,132,"Other OR therapeutic procedures, female organs"
57130,132,"Other OR therapeutic procedures, female organs"
57135,132,"Other OR therapeutic procedures, female organs"
57200,132,"Other OR therapeutic procedures, female organs"
57210,132,"Other OR therapeutic procedures, female organs"
57280,132,"Other OR therapeutic procedures, female organs"
57282,132,"Other OR therapeutic procedures, female organs"
57283,132,"Other OR therapeutic procedures, female organs"
57291,132,"Other OR therapeutic procedures, female organs"
57292,132,"Other OR therapeutic procedures, female organs"
57295,132,"Other OR therapeutic procedures, female organs"
57296,132,"Other OR therapeutic procedures, female organs"
57300,132,"Other OR therapeutic procedures, female organs"
57305,132,"Other OR therapeutic procedures, female organs"
57308,132,"Other OR therapeutic procedures, female organs"
57335,132,"Other OR therapeutic procedures, female organs"
57425,132,"Other OR therapeutic procedures, female organs"
57426,132,"Other OR therapeutic procedures, female organs"
57505,132,"Other OR therapeutic procedures, female organs"
57700,132,"Other OR therapeutic procedures, female organs"
57720,132,"Other OR therapeutic procedures, female organs"
58400,132,"Other OR therapeutic procedures, female organs"
58410,132,"Other OR therapeutic procedures, female organs"
58520,132,"Other OR therapeutic procedures, female organs"
58540,132,"Other OR therapeutic procedures, female organs"
58660,132,"Other OR therapeutic procedures, female organs"
58662,132,"Other OR therapeutic procedures, female organs"
58673,132,"Other OR therapeutic procedures, female organs"
58674,132,"Other OR therapeutic procedures, female organs"
58957,132,"Other OR therapeutic procedures, female organs"
58958,132,"Other OR therapeutic procedures, female organs"
58976,132,"Other OR therapeutic procedures, female organs"
59100,132,"Other OR therapeutic procedures, female organs"
59870,132,"Other OR therapeutic procedures, female organs"
C9778,132,"Other OR therapeutic procedures, female organs"
59510,134,Cesarean section
59514,134,Cesarean section
59515,134,Cesarean section
59618,134,Cesarean section
59620,134,Cesarean section
59622,134,Cesarean section
59409,135,"Forceps, vacuum, and breech delivery"
59410,135,"Forceps, vacuum, and breech delivery"
59610,135,"Forceps, vacuum, and breech delivery"
59612,135,"Forceps, vacuum, and breech delivery"
59614,135,"Forceps, vacuum, and breech delivery"
59412,137,Other procedures to assist delivery
59414,137,Other procedures to assist delivery
59899,137,Other procedures to assist delivery
59000,138,Diagnostic amniocentesis
Q0114,138,Diagnostic amniocentesis
59012,139,Fetal monitoring
59015,139,Fetal monitoring
59020,139,Fetal monitoring
59025,139,Fetal monitoring
59030,139,Fetal monitoring
59050,139,Fetal monitoring
59051,139,Fetal monitoring
59300,140,Repair of current obstetric laceration
59350,140,Repair of current obstetric laceration
36460,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
57022,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
59001,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
59070,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
59072,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
59074,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
59076,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
59200,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
59320,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
59325,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
59400,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
59425,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
59426,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
59430,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
59866,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
59897,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
59898,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
S2400,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
S2401,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
S2402,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
S2403,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
S2404,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
S2405,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
S2409,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
S2411,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
S4005,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
S4981,141,Other therapeutic obstetrical procedures including antepartum and postpartum care
15920,142,Partial excision bone
15922,142,Partial excision bone
15933,142,Partial excision bone
15935,142,Partial excision bone
15937,142,Partial excision bone
15941,142,Partial excision bone
15945,142,Partial excision bone
15946,142,Partial excision bone
15951,142,Partial excision bone
15953,142,Partial excision bone
15958,142,Partial excision bone
20150,142,Partial excision bone
21025,142,Partial excision bone
21026,142,Partial excision bone
21029,142,Partial excision bone
21030,142,Partial excision bone
21031,142,Partial excision bone
21032,142,Partial excision bone
21034,142,Partial excision bone
21040,142,Partial excision bone
21044,142,Partial excision bone
21045,142,Partial excision bone
21046,142,Partial excision bone
21047,142,Partial excision bone
21048,142,Partial excision bone
21049,142,Partial excision bone
21050,142,Partial excision bone
21070,142,Partial excision bone
21209,142,Partial excision bone
21295,142,Partial excision bone
21296,142,Partial excision bone
21502,142,Partial excision bone
21600,142,Partial excision bone
21601,142,Partial excision bone
21602,142,Partial excision bone
21603,142,Partial excision bone
21610,142,Partial excision bone
21615,142,Partial excision bone
21616,142,Partial excision bone
21620,142,Partial excision bone
21627,142,Partial excision bone
21630,142,Partial excision bone
21632,142,Partial excision bone
21705,142,Partial excision bone
22100,142,Partial excision bone
22101,142,Partial excision bone
22102,142,Partial excision bone
22103,142,Partial excision bone
22110,142,Partial excision bone
22112,142,Partial excision bone
22114,142,Partial excision bone
22116,142,Partial excision bone
22206,142,Partial excision bone
22207,142,Partial excision bone
22208,142,Partial excision bone
22210,142,Partial excision bone
22212,142,Partial excision bone
22214,142,Partial excision bone
22216,142,Partial excision bone
22220,142,Partial excision bone
22222,142,Partial excision bone
22224,142,Partial excision bone
22226,142,Partial excision bone
22818,142,Partial excision bone
22819,142,Partial excision bone
23120,142,Partial excision bone
23125,142,Partial excision bone
23130,142,Partial excision bone
23140,142,Partial excision bone
23145,142,Partial excision bone
23146,142,Partial excision bone
23150,142,Partial excision bone
23155,142,Partial excision bone
23156,142,Partial excision bone
23180,142,Partial excision bone
23182,142,Partial excision bone
23184,142,Partial excision bone
23190,142,Partial excision bone
23195,142,Partial excision bone
23200,142,Partial excision bone
23210,142,Partial excision bone
23220,142,Partial excision bone
24110,142,Partial excision bone
24115,142,Partial excision bone
24116,142,Partial excision bone
24120,142,Partial excision bone
24125,142,Partial excision bone
24126,142,Partial excision bone
24130,142,Partial excision bone
24140,142,Partial excision bone
24145,142,Partial excision bone
24147,142,Partial excision bone
24149,142,Partial excision bone
24150,142,Partial excision bone
24152,142,Partial excision bone
25119,142,Partial excision bone
25120,142,Partial excision bone
25125,142,Partial excision bone
25126,142,Partial excision bone
25130,142,Partial excision bone
25135,142,Partial excision bone
25136,142,Partial excision bone
25150,142,Partial excision bone
25151,142,Partial excision bone
25170,142,Partial excision bone
25210,142,Partial excision bone
25215,142,Partial excision bone
25230,142,Partial excision bone
25240,142,Partial excision bone
26200,142,Partial excision bone
26205,142,Partial excision bone
26210,142,Partial excision bone
26215,142,Partial excision bone
26230,142,Partial excision bone
26235,142,Partial excision bone
26236,142,Partial excision bone
26250,142,Partial excision bone
26260,142,Partial excision bone
26262,142,Partial excision bone
27065,142,Partial excision bone
27066,142,Partial excision bone
27067,142,Partial excision bone
27070,142,Partial excision bone
27071,142,Partial excision bone
27075,142,Partial excision bone
27076,142,Partial excision bone
27077,142,Partial excision bone
27078,142,Partial excision bone
27122,142,Partial excision bone
27350,142,Partial excision bone
27355,142,Partial excision bone
27356,142,Partial excision bone
27357,142,Partial excision bone
27358,142,Partial excision bone
27360,142,Partial excision bone
27365,142,Partial excision bone
27418,142,Partial excision bone
27635,142,Partial excision bone
27637,142,Partial excision bone
27638,142,Partial excision bone
27640,142,Partial excision bone
27641,142,Partial excision bone
27645,142,Partial excision bone
27646,142,Partial excision bone
27647,142,Partial excision bone
28100,142,Partial excision bone
28104,142,Partial excision bone
28108,142,Partial excision bone
28110,142,Partial excision bone
28111,142,Partial excision bone
28112,142,Partial excision bone
28113,142,Partial excision bone
28114,142,Partial excision bone
28118,142,Partial excision bone
28119,142,Partial excision bone
28120,142,Partial excision bone
28122,142,Partial excision bone
28124,142,Partial excision bone
28126,142,Partial excision bone
28130,142,Partial excision bone
28140,142,Partial excision bone
28150,142,Partial excision bone
28153,142,Partial excision bone
28160,142,Partial excision bone
28171,142,Partial excision bone
28173,142,Partial excision bone
28175,142,Partial excision bone
28288,142,Partial excision bone
29824,142,Partial excision bone
31225,142,Partial excision bone
31230,142,Partial excision bone
32900,142,Partial excision bone
61597,142,Partial excision bone
69970,142,Partial excision bone
28285,143,Bunionectomy or repair of toe deformities
28286,143,Bunionectomy or repair of toe deformities
28289,143,Bunionectomy or repair of toe deformities
28291,143,Bunionectomy or repair of toe deformities
28292,143,Bunionectomy or repair of toe deformities
28295,143,Bunionectomy or repair of toe deformities
28296,143,Bunionectomy or repair of toe deformities
28297,143,Bunionectomy or repair of toe deformities
28298,143,Bunionectomy or repair of toe deformities
28299,143,Bunionectomy or repair of toe deformities
28313,143,Bunionectomy or repair of toe deformities
28340,143,Bunionectomy or repair of toe deformities
28341,143,Bunionectomy or repair of toe deformities
28345,143,Bunionectomy or repair of toe deformities
28755,143,Bunionectomy or repair of toe deformities
28760,143,Bunionectomy or repair of toe deformities
21315,144,"Treatment, facial fracture or dislocation"
21320,144,"Treatment, facial fracture or dislocation"
21325,144,"Treatment, facial fracture or dislocation"
21330,144,"Treatment, facial fracture or dislocation"
21335,144,"Treatment, facial fracture or dislocation"
21336,144,"Treatment, facial fracture or dislocation"
21337,144,"Treatment, facial fracture or dislocation"
21338,144,"Treatment, facial fracture or dislocation"
21339,144,"Treatment, facial fracture or dislocation"
21340,144,"Treatment, facial fracture or dislocation"
21343,144,"Treatment, facial fracture or dislocation"
21344,144,"Treatment, facial fracture or dislocation"
21345,144,"Treatment, facial fracture or dislocation"
21346,144,"Treatment, facial fracture or dislocation"
21347,144,"Treatment, facial fracture or dislocation"
21348,144,"Treatment, facial fracture or dislocation"
21355,144,"Treatment, facial fracture or dislocation"
21356,144,"Treatment, facial fracture or dislocation"
21360,144,"Treatment, facial fracture or dislocation"
21365,144,"Treatment, facial fracture or dislocation"
21366,144,"Treatment, facial fracture or dislocation"
21385,144,"Treatment, facial fracture or dislocation"
21386,144,"Treatment, facial fracture or dislocation"
21387,144,"Treatment, facial fracture or dislocation"
21390,144,"Treatment, facial fracture or dislocation"
21395,144,"Treatment, facial fracture or dislocation"
21400,144,"Treatment, facial fracture or dislocation"
21401,144,"Treatment, facial fracture or dislocation"
21406,144,"Treatment, facial fracture or dislocation"
21407,144,"Treatment, facial fracture or dislocation"
21408,144,"Treatment, facial fracture or dislocation"
21421,144,"Treatment, facial fracture or dislocation"
21422,144,"Treatment, facial fracture or dislocation"
21423,144,"Treatment, facial fracture or dislocation"
21431,144,"Treatment, facial fracture or dislocation"
21432,144,"Treatment, facial fracture or dislocation"
21433,144,"Treatment, facial fracture or dislocation"
21435,144,"Treatment, facial fracture or dislocation"
21436,144,"Treatment, facial fracture or dislocation"
21440,144,"Treatment, facial fracture or dislocation"
21445,144,"Treatment, facial fracture or dislocation"
21450,144,"Treatment, facial fracture or dislocation"
21451,144,"Treatment, facial fracture or dislocation"
21452,144,"Treatment, facial fracture or dislocation"
21453,144,"Treatment, facial fracture or dislocation"
21454,144,"Treatment, facial fracture or dislocation"
21461,144,"Treatment, facial fracture or dislocation"
21462,144,"Treatment, facial fracture or dislocation"
21465,144,"Treatment, facial fracture or dislocation"
21470,144,"Treatment, facial fracture or dislocation"
21480,144,"Treatment, facial fracture or dislocation"
21485,144,"Treatment, facial fracture or dislocation"
21490,144,"Treatment, facial fracture or dislocation"
30930,144,"Treatment, facial fracture or dislocation"
24164,145,"Treatment, fracture or dislocation of radius and ulna"
24586,145,"Treatment, fracture or dislocation of radius and ulna"
24587,145,"Treatment, fracture or dislocation of radius and ulna"
24600,145,"Treatment, fracture or dislocation of radius and ulna"
24605,145,"Treatment, fracture or dislocation of radius and ulna"
24615,145,"Treatment, fracture or dislocation of radius and ulna"
24620,145,"Treatment, fracture or dislocation of radius and ulna"
24635,145,"Treatment, fracture or dislocation of radius and ulna"
24640,145,"Treatment, fracture or dislocation of radius and ulna"
24650,145,"Treatment, fracture or dislocation of radius and ulna"
24655,145,"Treatment, fracture or dislocation of radius and ulna"
24665,145,"Treatment, fracture or dislocation of radius and ulna"
24666,145,"Treatment, fracture or dislocation of radius and ulna"
24670,145,"Treatment, fracture or dislocation of radius and ulna"
24675,145,"Treatment, fracture or dislocation of radius and ulna"
24685,145,"Treatment, fracture or dislocation of radius and ulna"
25400,145,"Treatment, fracture or dislocation of radius and ulna"
25405,145,"Treatment, fracture or dislocation of radius and ulna"
25415,145,"Treatment, fracture or dislocation of radius and ulna"
25420,145,"Treatment, fracture or dislocation of radius and ulna"
25500,145,"Treatment, fracture or dislocation of radius and ulna"
25505,145,"Treatment, fracture or dislocation of radius and ulna"
25515,145,"Treatment, fracture or dislocation of radius and ulna"
25520,145,"Treatment, fracture or dislocation of radius and ulna"
25525,145,"Treatment, fracture or dislocation of radius and ulna"
25526,145,"Treatment, fracture or dislocation of radius and ulna"
25530,145,"Treatment, fracture or dislocation of radius and ulna"
25535,145,"Treatment, fracture or dislocation of radius and ulna"
25545,145,"Treatment, fracture or dislocation of radius and ulna"
25560,145,"Treatment, fracture or dislocation of radius and ulna"
25565,145,"Treatment, fracture or dislocation of radius and ulna"
25574,145,"Treatment, fracture or dislocation of radius and ulna"
25575,145,"Treatment, fracture or dislocation of radius and ulna"
25600,145,"Treatment, fracture or dislocation of radius and ulna"
25605,145,"Treatment, fracture or dislocation of radius and ulna"
25606,145,"Treatment, fracture or dislocation of radius and ulna"
25607,145,"Treatment, fracture or dislocation of radius and ulna"
25608,145,"Treatment, fracture or dislocation of radius and ulna"
25609,145,"Treatment, fracture or dislocation of radius and ulna"
25650,145,"Treatment, fracture or dislocation of radius and ulna"
25651,145,"Treatment, fracture or dislocation of radius and ulna"
25652,145,"Treatment, fracture or dislocation of radius and ulna"
25660,145,"Treatment, fracture or dislocation of radius and ulna"
25671,145,"Treatment, fracture or dislocation of radius and ulna"
25675,145,"Treatment, fracture or dislocation of radius and ulna"
25676,145,"Treatment, fracture or dislocation of radius and ulna"
29847,145,"Treatment, fracture or dislocation of radius and ulna"
27175,146,"Treatment, fracture or dislocation of hip and femur"
27176,146,"Treatment, fracture or dislocation of hip and femur"
27177,146,"Treatment, fracture or dislocation of hip and femur"
27178,146,"Treatment, fracture or dislocation of hip and femur"
27179,146,"Treatment, fracture or dislocation of hip and femur"
27181,146,"Treatment, fracture or dislocation of hip and femur"
27185,146,"Treatment, fracture or dislocation of hip and femur"
27187,146,"Treatment, fracture or dislocation of hip and femur"
27220,146,"Treatment, fracture or dislocation of hip and femur"
27222,146,"Treatment, fracture or dislocation of hip and femur"
27230,146,"Treatment, fracture or dislocation of hip and femur"
27232,146,"Treatment, fracture or dislocation of hip and femur"
27235,146,"Treatment, fracture or dislocation of hip and femur"
27236,146,"Treatment, fracture or dislocation of hip and femur"
27238,146,"Treatment, fracture or dislocation of hip and femur"
27240,146,"Treatment, fracture or dislocation of hip and femur"
27244,146,"Treatment, fracture or dislocation of hip and femur"
27245,146,"Treatment, fracture or dislocation of hip and femur"
27246,146,"Treatment, fracture or dislocation of hip and femur"
27248,146,"Treatment, fracture or dislocation of hip and femur"
27250,146,"Treatment, fracture or dislocation of hip and femur"
27252,146,"Treatment, fracture or dislocation of hip and femur"
27253,146,"Treatment, fracture or dislocation of hip and femur"
27254,146,"Treatment, fracture or dislocation of hip and femur"
27256,146,"Treatment, fracture or dislocation of hip and femur"
27257,146,"Treatment, fracture or dislocation of hip and femur"
27258,146,"Treatment, fracture or dislocation of hip and femur"
27259,146,"Treatment, fracture or dislocation of hip and femur"
27265,146,"Treatment, fracture or dislocation of hip and femur"
27266,146,"Treatment, fracture or dislocation of hip and femur"
27267,146,"Treatment, fracture or dislocation of hip and femur"
27268,146,"Treatment, fracture or dislocation of hip and femur"
27269,146,"Treatment, fracture or dislocation of hip and femur"
27472,146,"Treatment, fracture or dislocation of hip and femur"
27495,146,"Treatment, fracture or dislocation of hip and femur"
27500,146,"Treatment, fracture or dislocation of hip and femur"
27501,146,"Treatment, fracture or dislocation of hip and femur"
27502,146,"Treatment, fracture or dislocation of hip and femur"
27503,146,"Treatment, fracture or dislocation of hip and femur"
27506,146,"Treatment, fracture or dislocation of hip and femur"
27507,146,"Treatment, fracture or dislocation of hip and femur"
27508,146,"Treatment, fracture or dislocation of hip and femur"
27509,146,"Treatment, fracture or dislocation of hip and femur"
27510,146,"Treatment, fracture or dislocation of hip and femur"
27511,146,"Treatment, fracture or dislocation of hip and femur"
27513,146,"Treatment, fracture or dislocation of hip and femur"
27514,146,"Treatment, fracture or dislocation of hip and femur"
27516,146,"Treatment, fracture or dislocation of hip and femur"
27517,146,"Treatment, fracture or dislocation of hip and femur"
27519,146,"Treatment, fracture or dislocation of hip and femur"
27520,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)"
