CONDITION_ID,CONDITION,CONDITION_COLUMN_NAME,CONDITION_CATEGORY,CODE,CODE_TYPE,INCLUSION_TYPE,ADDITIONAL_LOGIC
16,Chronic Kidney Disease,chronic_kidney_disease,Other,N1339,ICD-10-CM,Include,None
16,Chronic Kidney Disease,chronic_kidney_disease,Other,I130,ICD-10-CM,Include,None
16,Chronic Kidney Disease,chronic_kidney_disease,Other,N075,ICD-10-CM,Include,None
16,Chronic Kidney Disease,chronic_kidney_disease,Other,N066,ICD-10-CM,Include,None
16,Chronic Kidney Disease,chronic_kidney_disease,Other,N051,ICD-10-CM,Include,None
16,Chronic Kidney Disease,chronic_kidney_disease,Other,M10339,ICD-10-CM,Include,None
16,Chronic Kidney Disease,chronic_kidney_disease,Other,N072,ICD-10-CM,Include,None
16,Chronic Kidney Disease,chronic_kidney_disease,Other,E0822,ICD-10-CM,Include,None
16,Chronic Kidney Disease,chronic_kidney_disease,Other,N2581,ICD-10-CM,Include,None
16,Chronic Kidney Disease,chronic_kidney_disease,Other,A5275,ICD-10-CM,Include,None
16,Chronic Kidney Disease,chronic_kidney_disease,Other,N035,ICD-10-CM,Include,None
16,Chronic Kidney Disease,chronic_kidney_disease,Other,E1329,ICD-10-CM,Include,None
16,Chronic Kidney Disease,chronic_kidney_disease,Other,M10369,ICD-10-CM,Include,None
17,Chronic Obstructive Pulmonary Disease and Bronchiectasis,chronic_obstructive_pulmonary_disease_and_bronchiectasis,Other,J441,ICD-10-CM,Include,None
17,Chronic Obstructive Pulmonary Disease and Bronchiectasis,chronic_obstructive_pulmonary_disease_and_bronchiectasis,Other,J439,ICD-10-CM,Include,None
17,Chronic Obstructive Pulmonary Disease and Bronchiectasis,chronic_obstructive_pulmonary_disease_and_bronchiectasis,Other,J410,ICD-10-CM,Include,None
17,Chronic Obstructive Pulmonary Disease and Bronchiectasis,chronic_obstructive_pulmonary_disease_and_bronchiectasis,Other,J418,ICD-10-CM,Include,None
17,Chronic Obstructive Pulmonary Disease and Bronchiectasis,chronic_obstructive_pulmonary_disease_and_bronchiectasis,Other,J471,ICD-10-CM,Include,None
17,Chronic Obstructive Pulmonary Disease and Bronchiectasis,chronic_obstructive_pulmonary_disease_and_bronchiectasis,Other,J430,ICD-10-CM,Include,None
17,Chronic Obstructive Pulmonary Disease and Bronchiectasis,chronic_obstructive_pulmonary_disease_and_bronchiectasis,Other,J449,ICD-10-CM,Include,None
17,Chronic Obstructive Pulmonary Disease and Bronchiectasis,chronic_obstructive_pulmonary_disease_and_bronchiectasis,Other,J431,ICD-10-CM,Include,None
17,Chronic Obstructive Pulmonary Disease and Bronchiectasis,chronic_obstructive_pulmonary_disease_and_bronchiectasis,Other,J411,ICD-10-CM,Include,None
17,Chronic Obstructive Pulmonary Disease and Bronchiectasis,chronic_obstructive_pulmonary_disease_and_bronchiectasis,Other,J40,ICD-10-CM,Include,None
17,Chronic Obstructive Pulmonary Disease and Bronchiectasis,chronic_obstructive_pulmonary_disease_and_bronchiectasis,Other,J432,ICD-10-CM,Include,None
17,Chronic Obstructive Pulmonary Disease and Bronchiectasis,chronic_obstructive_pulmonary_disease_and_bronchiectasis,Other,J470,ICD-10-CM,Include,None
17,Chronic Obstructive Pulmonary Disease and Bronchiectasis,chronic_obstructive_pulmonary_disease_and_bronchiectasis,Other,J438,ICD-10-CM,Include,None
17,Chronic Obstructive Pulmonary Disease and Bronchiectasis,chronic_obstructive_pulmonary_disease_and_bronchiectasis,Other,J479,ICD-10-CM,Include,None
17,Chronic Obstructive Pulmonary Disease and Bronchiectasis,chronic_obstructive_pulmonary_disease_and_bronchiectasis,Other,J440,ICD-10-CM,Include,None
17,Chronic Obstructive Pulmonary Disease and Bronchiectasis,chronic_obstructive_pulmonary_disease_and_bronchiectasis,Other,J42,ICD-10-CM,Include,None
18,Colorectal Cancer,colorectal_cancer,Cancer,C189,ICD-10-CM,Include,None
18,Colorectal Cancer,colorectal_cancer,Cancer,C187,ICD-10-CM,Include,None
18,Colorectal Cancer,colorectal_cancer,Cancer,C19,ICD-10-CM,Include,None
18,Colorectal Cancer,colorectal_cancer,Cancer,C183,ICD-10-CM,Include,None
18,Colorectal Cancer,colorectal_cancer,Cancer,Z85048,ICD-10-CM,Include,None
18,Colorectal Cancer,colorectal_cancer,Cancer,C186,ICD-10-CM,Include,None
18,Colorectal Cancer,colorectal_cancer,Cancer,C185,ICD-10-CM,Include,None
18,Colorectal Cancer,colorectal_cancer,Cancer,C182,ICD-10-CM,Include,None
18,Colorectal Cancer,colorectal_cancer,Cancer,C20,ICD-10-CM,Include,None
18,Colorectal Cancer,colorectal_cancer,Cancer,C188,ICD-10-CM,Include,None
18,Colorectal Cancer,colorectal_cancer,Cancer,C181,ICD-10-CM,Include,None
18,Colorectal Cancer,colorectal_cancer,Cancer,C184,ICD-10-CM,Include,None
18,Colorectal Cancer,colorectal_cancer,Cancer,Z85040,ICD-10-CM,Include,None
18,Colorectal Cancer,colorectal_cancer,Cancer,Z85038,ICD-10-CM,Include,None
18,Colorectal Cancer,colorectal_cancer,Cancer,D012,ICD-10-CM,Include,None
18,Colorectal Cancer,colorectal_cancer,Cancer,C180,ICD-10-CM,Include,None
18,Colorectal Cancer,colorectal_cancer,Cancer,D010,ICD-10-CM,Include,None
18,Colorectal Cancer,colorectal_cancer,Cancer,D011,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7089,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E724,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E70338,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E71118,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7259,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7222,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E849,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7141,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E728,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7223,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E709,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7030,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E708,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E259,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E000,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E250,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E70318,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E8411,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7020,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E74818,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7251,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7250,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E71110,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7029,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7429,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E70328,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E70311,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E70330,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7220,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E723,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E8419,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,D81810,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7081,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E840,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7229,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E71312,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E70331,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7132,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E002,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E848,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E71111,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7420,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E70320,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7021,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7489,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E71318,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E700,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,D841,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E71313,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E705,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E009,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E031,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E74819,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E712,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E71310,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E71314,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E030,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7211,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E258,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E701,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7212,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7219,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E74810,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E71311,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7421,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E710,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7039,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7221,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E70310,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E569,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E70329,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E70339,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E70319,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7210,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E70321,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E7119,ICD-10-CM,Include,None
19,Cystic Fibrosis and Other Metabolic Developmental Disorders,cystic_fibrosis_and_other_metabolic_developmental_disorders,Other,E001,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F331,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F330,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F322,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F325,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F321,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F3177,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F324,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F329,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F323,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F3162,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F3131,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F338,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F333,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F3342,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F3175,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F3161,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F315,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F3178,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F3340,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F341,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F4323,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F320,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F3341,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F3176,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F3163,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F314,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F3132,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F3181,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F339,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F3160,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F3130,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F332,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F4321,ICD-10-CM,Include,None
20,Depression,depression,Mental Health,F3164,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E113551,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E103522,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E0801,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E103319,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E0942,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E133211,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E0937X1,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E083213,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E113529,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E10621,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E13319,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E133531,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E119,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E10341,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E133213,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E13321,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E11311,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E0837X9,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E0910,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E133419,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E1021,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E083523,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E0969,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E113542,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E1029,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E083531,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E1340,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E093522,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E113532,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E083311,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E0869,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E1037X3,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E11321,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E08349,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E08621,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E08620,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E103533,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E133311,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E10620,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E1122,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E103531,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E0939,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E103212,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E0840,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E09329,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E113533,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E13311,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E1351,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E1137X2,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E1140,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E103543,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E10351,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E083532,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E10622,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E099,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E093593,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E113412,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E083522,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E093419,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E093559,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E0851,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E103559,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E1336,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E09618,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E113539,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E1041,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E113599,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E083291,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E09341,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E0900,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E083312,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E1352,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E1037X1,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E113531,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E113293,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E093413,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E1040,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E0944,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E08628,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E103219,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E1101,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E1042,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E0965,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E083211,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E083491,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E113541,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E103399,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E08638,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E103419,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E083499,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E1300,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E09630,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E113511,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E09349,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E0836,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E093299,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E083521,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E0937X3,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E1165,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E0941,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E1152,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E09359,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E0837X1,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E0822,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E0922,ICD-10-CM,Include,None
21,Diabetes,diabetes,Metabolic Disease,E133313,ICD-10-CM,Include,None
